year,jday,plot,spp,N.percent,C.percent
1999,299,E2,oak,1.0065974,52.14440536
1999,292,E2,rm,0.693479359,51.06138611
1999,292,E2,rm,0.691787899,50.02830887
1999,292,E2,rp,0.503769398,53.97625351
1999,292,E2,rp,0.494021833,53.90911484
1999,292,E3,rm,0.7044788,53.03003693
1999,292,E3,rm,0.695078254,53.02351761
1999,292,E3,wp,0.491866589,53.80858612
1999,292,E3,wp,0.491512597,53.05242157
1999,292,E5,beech,0.909560204,50.21040344
1999,292,E5,beech,0.915121555,50.86997223
1999,305,E5,hem,0.562841713,53.30565643
1999,305,E5,hem,0.569644928,52.96879196
1999,170,E5,wp,0.52172178,55.03824234
1999,170,E5,wp,0.484174311,55.77830124
1999,292,F1,beech,0.763786316,49.0491066
1999,292,F1,beech,0.660934925,48.32241058
1999,292,F1,rp,0.634905875,56.18859482
1999,292,F1,rp,0.502012312,54.08805847
1999,292,F1,wp,0.521725297,53.26089096
1999,292,F1,wp,0.47920984,53.87464523
1999,292,F2,hem,0.596481681,52.8551445
1999,292,F2,hem,0.600399554,53.2096405
1999,292,G1,birch,1.348081946,51.96368408
1999,292,G1,birch,1.296383142,51.64300537
1999,292,G1,rm,0.580214262,50.95467377
1999,292,G1,rm,0.571147561,50.28333664
1999,292,G1,rp,0.485066712,53.10575104
1999,292,G1,rp,0.489264041,54.02109909
1999,305,G1,rp,0.538820624,53.92185974
1999,305,G1,rp,0.526224971,53.76139069
1999,292,G2,birch,1.36694622,49.801651
1999,292,G2,birch,1.363320827,49.78282928
1999,289,G3,birch,1.113179922,50.12859726
1999,289,G3,birch,1.199972749,50.17565536
1999,289,G3,rm,0.593886256,50.98827744
1999,289,G3,rm,0.600055099,51.56659698
1999,292,G4,birch,1.1819911,52.71696091
1999,292,G4,birch,1.189724088,53.88478088
1999,292,G4,hem,0.631802499,54.12207794
1999,292,G4,hem,0.582418203,54.05438614
1999,305,G4,wp,0.583751678,52.84904861
1999,305,G4,wp,0.532732546,53.20759583
1999,292,G5,beech,0.947456598,58.06890488
1999,292,G5,beech,0.876668453,54.49304199
1999,292,G5,ro,1.231268525,54.57015228
1999,292,G5,ro,1.178001642,54.77308273
1999,292,H1,hem,0.707541287,52.74905014
1999,292,H1,hem,0.703300357,52.14430618
1999,305,H1,rm,0.624932408,51.81974792
1999,305,H1,rm,0.619901299,52.19374466
1999,292,H1,rp,0.502699137,54.05410767
1999,292,H1,rp,0.507172942,54.28253555
1999,292,H2,oak,0.978208661,54.52846909
1999,292,H2,ro,0.822682917,52.15607834
1999,292,H2,ro,0.854201078,52.2848587
1999,292,H2,wp,0.705524862,53.74667358
1999,292,H2,wp,0.686301351,54.12188721
1999,292,H3,birch,1.180993557,53.40507507
1999,292,H3,birch,1.159219027,52.66081619
1999,292,H5,wp,0.504177451,55.65235138
1999,292,H5,wp,0.500236988,55.77819061
1999,292,X5,birch,1.142902255,52.51934814
1999,292,X5,birch,1.178471565,52.99261856
1999,292,X5,hem,0.644342244,52.85588074
1999,292,X5,hem,0.609766245,52.94496155
1999,305,X5,hem,0.607547879,54.27016068
1999,305,X5,hem,0.569501877,54.8772049
1999,292,X5,maple,0.535625339,51.95785141
1999,292,X5,maple,0.564808547,54.50777817
1999,292,X5,maple,0.445125252,51.867836
1999,292,X5,maple,0.435433954,50.73137283
1999,292,X6,beech,0.807478487,50.25366592
1999,292,X6,beech,0.793643475,50.68684387
1999,305,X6,beech,0.728719532,51.42690659
1999,305,X6,beech,0.717191815,50.32623672
1999,292,X6,birch,1.178823352,52.52145767
1999,292,X6,birch,1.182152152,52.69284439
1999,292,X6,hem,0.530296504,52.47406387
1999,292,X6,hem,0.540630221,52.5113945
1999,292,X6,rm,0.602833331,51.36942673
1999,292,X6,rm,0.624703884,52.01423264
1999,292,X2,hem,0.615165234,51.27421951
1999,292,X2,hem,0.654521406,52.42137909
1999,292,X2,rm,0.624663532,50.42969894
1999,292,X2,rm,0.623838246,51.5082283
1999,292,X4,beech,0.709386468,50.09568405
1999,292,X4,beech,0.707667232,50.36534882
1999,305,X4,oak,0.797022343,51.79115295
1999,305,X4,oak,0.80258286,52.31764984
1999,292,X4,rm,0.62519294,52.18546677
1999,292,X4,rm,0.605468512,50.84854126
1999,292,X1,birch,1.076906443,52.57859039
1999,292,X1,birch,1.054036379,52.41454315
1999,292,X1,hem,0.67664808,53.37648392
1999,292,X1,hem,0.650825202,54.1105423
1999,292,X1,oak,1.076027513,53.91796494
1999,292,X1,oak,1.078043699,54.04364777
1999,292,X3,birch,1.288862348,51.16059875
1999,292,X3,birch,1.287504911,52.37223434
1999,292,X3,hem,0.654848576,53.21868896
1999,292,X3,hem,0.668487191,53.65748596
1999,305,X3,hem,0.538515747,53.12286377
1999,305,X3,hem,0.530023456,53.71189499
2000,293,A1,hem,0.628250003,52.05385971
2000,293,A1,hem,0.634210289,53.25540543
2000,293,A2,fruit.flower,0.644202292,50.06806564
2000,293,A2,fruit.flower,0.667004108,49.5757637
2000,293,A2,oak,2.187587738,43.45024109
2000,293,A2,oak,2.452882767,49.35736084
2000,293,A2,oak1,2.1717453,50.49327087
2000,293,A2,oak1,2.166569471,50.28960037
2000,293,A2,oak3,2.248157501,50.79228973
2000,293,A2,oak3,2.297314644,49.71331024
2000,293,A3,wood,0.937402725,52.58295441
2000,293,A3,wood,0.948804677,51.1719017
2000,293,A4,oak,1.179931879,51.09339905
2000,293,A4,oak,1.20089519,52.67793274
2000,293,A4,oak1,2.368512154,51.56292725
2000,293,A4,oak1,2.262646198,49.05417633
2000,293,A5,oak,1.468958735,52.91347504
2000,293,A5,oak,1.426938295,52.70637894
2000,293,B1,maple,1.578335643,51.19156647
2000,293,B1,maple,1.601682067,50.2889595
2000,293,B1,oak,2.074337244,50.92647552
2000,293,B1,oak,2.014187336,49.46225739
2000,293,B1,oak1,2.393805265,51.17581177
2000,293,B1,oak1,2.313164711,51.03974533
2000,293,B2,birch,1.173455119,49.69027328
2000,293,B2,birch,1.190327644,49.85031891
2000,293,B5,oak,1.310905457,53.12164307
2000,293,B5,oak,1.30235815,53.52935791
2000,293,C1,wp,0.524510562,53.26428223
2000,293,C1,wp,0.512995243,53.43673706
2000,293,C2,oak,1.347828865,48.62345123
2000,293,C2,oak,2.231189013,50.95339203
2000,293,C2,oak2,2.214574337,49.5237999
2000,293,C2,oak2,2.23861599,51.05908585
2000,293,C2,rm,0.775652945,49.6102562
2000,293,C2,rm,0.849185348,52.62721252
2000,293,C2,wp,0.629912376,52.81076813
2000,293,C2,wp,0.63885349,52.54714584
2000,293,C4,beech,0.938054085,49.50387192
2000,293,C4,beech,0.928968728,49.50008392
2000,293,C5   ,birch,1.115995407,50.5630722
2000,293,C5   ,birch,1.121581674,51.17806244
2000,293,D1,maple1,1.807573915,51.61648178
2000,293,D1,maple1,1.850844264,51.71954346
2000,293,D1,ro,1.375420809,53.18737411
2000,293,D1,ro,1.308876038,52.36598587
2000,293,D3,maple,0.686731458,51.40322876
2000,293,D3,maple,0.688058853,51.66272354
2000,293,D3,maple1,1.530411482,48.9859314
2000,293,D3,maple1,2.519138336,53.54110718
2000,293,D3,oak1,2.398407221,49.52542877
2000,293,D3,oak1,2.320509911,48.87083817
2000,293,E1,hem,0.947871327,53.80130005
2000,293,E1,hem,0.991516948,52.96311188
2000,293,E2,oak,0.826974511,50.686306
2000,293,E2,oak,0.836141229,50.78339005
2000,293,E3,fruit.flower,1.021500587,48.8648262
2000,293,E3,fruit.flower,0.995749593,48.75838089
2000,293,E4,wood,1.178296924,53.18811798
2000,293,E4,wood,1.092395067,54.36646271
2000,293,E5,hem,0.650867701,55.25985336
2000,293,E5,hem,0.658370435,54.73249435
2000,293,F1,hem,0.707334936,52.28056717
2000,293,F1,hem,0.650902629,52.69854736
2000,293,F2,hem,0.701117396,52.35324478
2000,293,F2,hem,0.722366393,53.81591034
2000,293,F2,wood,0.313430339,51.06845856
2000,293,F2,wood,0.267066121,50.53628922
2000,293,F3,fruit.flower,3.973098755,52.41666794
2000,293,F3,fruit.flower,3.605811834,53.12965775
2000,293,F5,birch,1.23022294,52.8757019
2000,293,F5,birch,1.226454616,52.78437424
2000,293,F5,birch,1.257847548,51.41236496
2000,293,F5,birch,1.241371036,51.58451462
2000,293,F5,fruit.flower,0.954414308,50.42668152
2000,293,F5,fruit.flower,1.370146394,50.82387543
2000,293,F5,hem,1.108824372,52.88828278
2000,293,F5,hem,1.092691779,52.16064453
2000,293,F5,hem,0.568714917,52.2087822
2000,293,F5,hem,0.588891804,52.75818634
2000,293,F5,oak,1.58019042,50.2072525
2000,293,F5,oak,1.74616766,55.664505
2000,293,G2,birch,1.51316762,49.3707428
2000,293,G2,birch,1.450032711,50.19121933
2000,293,G2,fruit.flower,0.661134601,54.37522125
2000,293,G2,fruit.flower,0.603727579,54.58489227
2000,293,G4,hem,0.629924059,51.81790924
2000,293,G4,hem,0.643725157,53.1800766
2000,293,G4,wp,0.364403248,52.16988373
2000,293,G4,wp,0.404029578,54.50548553
2000,293,G5,fruit.flower,0.353955001,50.13736725
2000,293,G5,fruit.flower,0.298106998,50.01246643
2000,293,G5,hem,0.814012825,52.77140045
2000,293,G5,hem,0.815442264,53.47273254
2000,293,G5,wood,0.931509376,52.58554459
2000,293,G5,wood,0.902235031,51.52637863
2000,293,H1,hem,0.953170538,54.01792145
2000,293,H1,hem,0.915547192,54.21896362
2000,293,H1,wood,0.823068082,51.769207
2000,293,H1,wood,0.796637535,51.45207977
2000,293,H1,wood,0.548124492,51.33893967
2000,293,H1,wood,0.490986258,48.43941116
2000,293,H1,wp,0.4714261,54.87071228
2000,293,H1,wp,0.453275591,53.45511627
2000,293,H2,beech,1.191220999,50.96571732
2000,293,H2,beech,1.146021485,48.29690552
2000,293,H2,hem,0.780819476,54.57445908
2000,293,H2,hem,0.727065682,54.04221344
2000,293,H5,hem,0.768293917,53.70539093
2000,293,H5,hem,0.700785875,53.26738739
2000,293,H5,wood,2.075838804,51.69209671
2000,293,H5,wood,2.079032183,49.7514267
2000,293,X5,birch,1.408460617,52.43182755
2000,293,X5,birch,1.408526182,52.50336075
2000,293,X5,hem,0.709444046,52.64132309
2000,293,X5,hem,0.679235518,52.85443878
2000,293,X6,beech,0.883788943,49.85048676
2000,293,X6,beech,0.866782546,49.50747681
2000,293,X2,hem,0.605614662,52.95701218
2000,293,X2,hem,0.572625458,52.68120193
2000,293,X2,maple,0.636418939,50.2742691
2000,293,X2,maple,0.630124748,50.12434006
2000,293,X2,oak,1.236252546,51.28342056
2000,293,X2,oak,1.302370787,54.0729599
2000,293,X2,beech,0.713530183,48.95115662
2000,293,X2,beech,0.716672659,50.26473618
2000,293,X4,hem,0.628529131,53.35560989
2000,293,X4,hem,0.657871306,54.42806244
2000,293,X4,wood,0.474896729,52.59352875
2000,293,X4,wood,0.413620889,51.85064697
2000,293,X1,fruit.flower,2.449996233,53.67411041
2000,293,X1,fruit.flower,2.406382322,53.84077454
2000,293,X1,hem,0.595586479,53.07164001
2000,293,X1,hem,0.593401134,53.11740112
