,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR
101,101,ACSA,20.406,2.08764,17.5511,1.8779677,101,BEAL,25.1908,1.354,28.3273,3.0876757,101,ACRU,6.84048,0,3.37695,0.3647106,101,BELE,6.85556,2.09234,3.38728,0.36921352,101,BEPA,6.14106,1.09164,2.90468,0.31661012,101,FAGR,10.478,2.74908,10.8569,1.6502488,101,FRAM,8.13023,1.69381,4.82229,0.45811755,101,PIAB,11.1068,1.62369,17.1104,1.71104,101,PIRE,1.10813,0.098259,1.1394,0.0991278,101,PIST,1.10838,0.0982843,1.13969,0.09915303,101,PRSE,14.5416,1.78506,13.7112,1.5904992,101,QURU,2.71775,0.58133,1.16469,0.13859811,101,TSCA,9.6798,2.12051,14.118,1.4118
102,102,ACSA,20.6545,2.10488,17.9721,1.9230147,102,BEAL,25.2718,1.34908,28.5971,3.1170839,102,ACRU,7.59047,3.48354,3.89948,0.42114384,102,BELE,7.02186,0.763098,3.50175,0.38169075,102,BEPA,6.25078,0.487734,2.97784,0.32458456,102,FAGR,10.6409,1.58113,11.0941,1.6863032,102,FRAM,8.59363,2.54959,5.20473,0.49444935,102,PIAB,11.2568,1.63764,17.4379,1.74379,102,PIRE,1.12552,0.0999834,1.15939,0.10086693,102,PIST,1.12578,0.100009,1.15969,0.10089303,102,PRSE,14.7953,1.83876,14.0789,1.6331524,102,QURU,3.44759,4.3041,1.81031,0.21542689,102,TSCA,9.88844,2.12061,14.5421,1.45421
103,103,ACSA,20.8984,2.12123,18.3963,1.9684041,103,BEAL,25.3512,1.34419,28.8659,3.1463831,103,ACRU,7.9164,1.55039,4.13204,0.44626032,103,BELE,7.28042,1.19749,3.68137,0.40126933,103,BEPA,6.47138,0.987532,3.12597,0.34073073,103,FAGR,10.8096,1.65188,11.3419,1.7239688,103,FRAM,8.96084,2.05992,5.51372,0.5238034,103,PIAB,11.4068,1.65119,17.7681,1.77681,103,PIRE,1.1432,0.101738,1.17974,0.10263738,103,PIST,1.14346,0.101764,1.18005,0.10266435,103,PRSE,15.0521,1.89202,14.4573,1.6770468,103,QURU,3.79281,2.07725,2.12189,0.25250491,103,TSCA,10.0949,2.12071,14.9663,1.49663
104,104,ACSA,21.1377,2.13669,18.8237,2.0141359,104,BEAL,25.429,1.33932,29.1338,3.1755842,104,ACRU,8.26409,1.67929,4.38393,0.47346444,104,BELE,7.28042,0,3.68137,0.40126933,104,BEPA,6.47138,0,3.12597,0.34073073,104,FAGR,10.9699,1.58279,11.5793,1.7600536,104,FRAM,9.30863,1.98434,5.81137,0.55208015,104,PIAB,11.5568,1.66433,18.101,1.8101,104,PIRE,1.16118,0.103524,1.20045,0.10443915,104,PIST,1.16145,0.10355,1.20076,0.10446612,104,PRSE,15.3114,1.94464,14.8463,1.7221708,104,QURU,3.91368,0.733768,2.23196,0.26560324,104,TSCA,10.2993,2.12081,15.3904,1.53904
105,105,ACSA,21.3722,2.15129,19.2539,2.0601673,105,BEAL,25.5053,1.33448,29.4007,3.2046763,105,ACRU,8.59072,1.60226,4.62427,0.49942116,105,BELE,7.71929,2.06412,3.99099,0.43501791,105,BEPA,6.53744,0.297517,3.17059,0.34559431,105,FAGR,11.096,1.25381,11.7673,1.7886296,105,FRAM,9.62421,1.82969,6.08582,0.5781529,105,PIAB,11.7067,1.67708,18.4364,1.84364,105,PIRE,1.17946,0.105341,1.22151,0.10627137,105,PIST,1.17974,0.105368,1.22183,0.10629921,105,PRSE,15.573,1.99641,15.2455,1.768478,105,QURU,4.2471,2.04187,2.53824,0.30205056,105,TSCA,10.5016,2.1209,15.8146,1.58146
106,106,ACSA,21.6019,2.16504,19.6869,2.1064983,106,BEAL,25.5799,1.32967,29.6666,3.2336594,106,ACRU,8.59072,0,4.62427,0.49942116,106,BELE,7.71929,0,3.99099,0.43501791,106,BEPA,6.80869,1.23051,3.35517,0.36571353,106,FAGR,11.1545,0.585055,11.8551,1.8019752,106,FRAM,9.88582,1.5384,6.31658,0.6000751,106,PIAB,11.8565,1.68942,18.7743,1.87743,106,PIRE,1.19806,0.107189,1.24295,0.10813665,106,PIST,1.19834,0.107217,1.24327,0.10816449,106,PRSE,15.8363,2.04711,15.655,1.81598,106,QURU,4.24789,0.00491351,2.53898,0.30213862,106,TSCA,10.7019,2.12099,16.2388,1.62388
107,107,ACSA,21.8269,2.17797,20.1225,2.1531075,107,BEAL,25.6531,1.32488,29.9316,3.2625444,107,ACRU,8.97312,1.90718,4.91035,0.5303178,107,BELE,8.05462,1.60471,4.23169,0.46125421,107,BEPA,7.02015,0.969319,3.50057,0.38156213,107,FAGR,11.2457,0.914655,11.9923,1.8228296,107,FRAM,10.147,1.5559,6.54997,0.62224715,107,PIAB,12.0061,1.70136,19.1146,1.91146,107,PIRE,1.21697,0.109071,1.26477,0.11003499,107,PIST,1.21725,0.109099,1.26509,0.11006283,107,PRSE,16.1011,2.09655,16.0743,1.8646188,107,QURU,4.43565,1.16156,2.71321,0.32287199,107,TSCA,10.9,2.12107,16.663,1.6663
108,108,ACSA,22.047,2.19008,20.5605,2.1999735,108,BEAL,25.7248,1.32012,30.1956,3.2913204,108,ACRU,9.06634,0.470176,4.98087,0.53793396,108,BELE,8.34333,1.40143,4.44191,0.48416819,108,BEPA,7.2846,1.22481,3.68429,0.40158761,108,FAGR,11.2457,0,11.9923,1.8228296,108,FRAM,10.6164,2.84831,6.97721,0.66283495,108,PIAB,12.1555,1.7129,19.4571,1.94571,108,PIRE,1.23619,0.110985,1.28696,0.11196552,108,PIST,1.23648,0.111013,1.28729,0.11199423,108,PRSE,16.3668,2.14451,16.5032,1.9143712,108,QURU,4.78759,2.20038,3.04327,0.36214913,108,TSCA,11.0962,2.12115,17.0873,1.70873
109,109,ACSA,22.2623,2.20142,21.0008,2.2470856,109,BEAL,25.7951,1.31539,30.4587,3.3199983,109,ACRU,9.06634,0,4.98087,0.53793396,109,BELE,8.93992,2.95599,4.88531,0.53249879,109,BEPA,7.58533,1.41032,3.89584,0.42464656,109,FAGR,11.3651,1.20533,12.1731,1.8503112,109,FRAM,10.7843,1.03623,7.13265,0.67760175,109,PIAB,12.3046,1.72405,19.8019,1.98019,109,PIRE,1.25574,0.112933,1.30955,0.11393085,109,PIST,1.25604,0.112962,1.30989,0.11396043,109,PRSE,16.6329,2.19083,16.9413,1.9651908,109,QURU,5.09115,1.92272,3.33167,0.39646873,109,TSCA,11.2903,2.12123,17.5115,1.75115
110,110,ACSA,22.4728,2.21198,21.4432,2.2944224,110,BEAL,25.864,1.31069,30.7209,3.3485781,110,ACRU,9.37729,1.58367,5.21842,0.56358936,110,BELE,9.10009,0.807889,5.00649,0.54570741,110,BEPA,7.70636,0.572917,3.98178,0.43401402,110,FAGR,11.4457,0.818573,12.2959,1.8689768,110,FRAM,11.0455,1.62875,7.37696,0.7008112,110,PIAB,12.4533,1.73481,20.1489,2.01489,110,PIRE,1.27562,0.114915,1.33253,0.11593011,110,PIST,1.27592,0.114944,1.33288,0.11596056,110,PRSE,16.8992,2.23533,17.3884,2.0170544,110,QURU,5.48077,2.50243,3.70704,0.44113776,110,TSCA,11.4825,2.1213,17.9358,1.79358
111,111,ACSA,22.6784,2.2218,21.8876,2.3419732,111,BEAL,25.9315,1.30601,30.9821,3.3770489,111,ACRU,9.61703,1.23738,5.40403,0.58363524,111,BELE,9.52382,2.16746,5.33161,0.58114549,111,BEPA,7.99869,1.39676,4.19129,0.45685061,111,FAGR,11.4457,0,12.2959,1.8689768,111,FRAM,11.5672,3.32278,7.87538,0.7481611,111,PIAB,12.6017,1.74518,20.4979,2.04979,111,PIRE,1.29584,0.116931,1.35592,0.11796504,111,PIST,1.29614,0.116961,1.35627,0.11799549,111,PRSE,17.165,2.27784,17.844,2.069904,111,QURU,5.57224,0.593267,3.79603,0.45172757,111,TSCA,11.6727,2.12138,18.36,1.836
112,112,ACSA,22.8792,2.23091,22.3338,2.3897166,112,BEAL,25.9976,1.30137,31.2423,3.4054107,112,ACRU,9.92236,1.59713,5.6436,0.6095088,112,BELE,9.61049,0.448841,5.39893,0.58848337,112,BEPA,8.20144,0.979713,4.33825,0.47286925,112,FAGR,11.5373,0.933763,12.4359,1.8902568,112,FRAM,11.7649,1.28388,8.06796,0.7664562,112,PIAB,12.7497,1.75517,20.849,2.0849,112,PIRE,1.3164,0.118983,1.37972,0.12003564,112,PIST,1.3167,0.119014,1.38007,0.12006609,112,PRSE,17.43,2.31823,18.3076,2.1236816,112,QURU,5.62709,0.356813,3.84955,0.45809645,112,TSCA,11.8609,2.12145,18.7843,1.87843
113,113,ACSA,23.0753,2.23931,22.7816,2.4376312,113,BEAL,26.0625,1.29675,31.5017,3.4336853,113,ACRU,10.07,0.780999,5.76075,0.622161,113,BELE,9.87636,1.38894,5.60728,0.61119352,113,BEPA,8.48,1.36097,4.54239,0.49512051,113,FAGR,11.6285,0.933374,12.576,1.911552,113,FRAM,12.2634,3.29972,8.56292,0.8134774,113,PIAB,12.8972,1.76478,21.2019,2.12019,113,PIRE,1.3373,0.121072,1.40393,0.12214191,113,PIST,1.33761,0.121103,1.40429,0.12217323,113,PRSE,17.6938,2.35638,18.7789,2.1783524,113,QURU,6.12728,3.29142,4.34326,0.51684794,113,TSCA,12.0472,2.12152,19.2086,1.92086
114,114,ACSA,23.2666,2.24704,23.231,2.485717,114,BEAL,26.1261,1.29216,31.7601,3.4618509,114,ACRU,10.4777,2.18697,6.0888,0.6575904,114,BELE,9.92055,0.232626,5.64217,0.61499653,114,BEPA,8.81472,1.65883,4.79122,0.52224298,114,FAGR,11.7564,1.31854,12.7737,1.9416024,114,FRAM,12.695,2.93282,9.00284,0.8552698,114,PIAB,13.0443,1.77402,21.5567,2.15567,114,PIRE,2.35516,0.123196,1.07143,0.09321441,114,PIST,2.35541,0.123228,1.0717,0.0932379,114,PRSE,17.9559,2.39219,19.2573,2.2338468,114,QURU,6.25176,0.829857,4.46774,0.53166106,114,TSCA,12.2317,2.12158,19.6329,1.96329
115,115,ACSA,23.4531,2.25411,23.6819,2.5339633,115,BEAL,26.1884,1.2876,32.0176,3.4899184,115,ACRU,10.605,0.692719,6.19271,0.66881268,115,BELE,10.319,2.12115,5.96034,0.64967706,115,BEPA,9.01628,1.0116,4.94296,0.53878264,115,FAGR,11.8663,1.14031,12.9448,1.9676096,115,FRAM,13.1801,3.38458,9.51053,0.90350035,115,PIAB,13.1907,1.78289,21.9133,2.19133,115,PIRE,2.95136,4.36048,1.7255,0.1501185,115,PIST,2.94951,4.345,1.72345,0.14994015,115,PRSE,18.216,2.42557,19.7424,2.2901184,115,QURU,6.87211,4.20142,5.09796,0.60665724,115,TSCA,12.4142,2.12165,20.0573,2.00573
116,116,ACSA,23.6351,2.26056,24.134,2.582338,116,BEAL,26.2495,1.28307,32.2742,3.5178878,116,ACRU,10.8759,1.4883,6.41595,0.6929226,116,BELE,10.6688,1.89767,6.24499,0.68070391,116,BEPA,9.27742,1.32518,5.14174,0.56044966,116,FAGR,12.1982,3.48554,13.4676,2.0470752,116,FRAM,13.1847,0.0326255,9.51542,0.9039649,116,PIAB,13.3367,1.79139,22.2716,2.22716,116,PIRE,3.58446,4.73689,2.43603,0.21193461,116,PIST,3.28008,2.45913,2.09232,0.18203184,116,PRSE,18.4737,2.45647,20.2337,2.3471092,116,QURU,7.18405,2.15547,5.42128,0.64513232,116,TSCA,12.5948,2.12171,20.4816,2.04816
117,117,ACSA,23.8124,2.26639,24.5872,2.6308304,117,BEAL,26.3095,1.27857,32.53,3.54577,117,ACRU,11.3191,2.48097,6.7881,0.7331148,117,BELE,11.3016,3.52183,6.77327,0.73828643,117,BEPA,9.64696,1.90413,5.42735,0.59158115,117,FAGR,12.3098,1.186,13.6455,2.074116,117,FRAM,13.3096,0.887565,9.64856,0.9166132,117,PIAB,13.482,1.79954,22.6315,2.26315,117,PIRE,4.20097,4.72305,3.14449,0.27357063,117,PIST,3.59282,2.35471,2.44553,0.21276111,117,PRSE,18.7286,2.48483,20.7307,2.4047612,117,QURU,7.46752,1.98447,5.71895,0.68055505,117,TSCA,12.7736,2.12177,20.906,2.0906
118,118,ACSA,23.9852,2.27164,25.0416,2.6794512,118,BEAL,26.3683,1.2741,32.7848,3.5735432,118,ACRU,11.5292,1.19709,6.96766,0.75250728,118,BELE,11.6803,2.16536,7.09807,0.77368963,118,BEPA,9.90833,1.3677,5.63251,0.61394359,118,FAGR,12.4719,1.73716,13.9061,2.1137272,118,FRAM,14.0101,5.1043,10.4142,0.989349,118,PIAB,13.6266,1.80733,22.993,2.2993,118,PIRE,5.01561,6.41721,4.10707,0.35731509,118,PIST,3.9093,2.41136,2.80723,0.24422901,118,PRSE,18.9804,2.51065,21.2328,2.4630048,118,QURU,7.70394,1.67426,5.97009,0.71044071,118,TSCA,12.9506,2.12183,21.3303,2.13303
119,119,ACSA,24.1535,2.27633,25.4968,2.7281576,119,BEAL,26.4259,1.26966,33.0387,3.6012183,119,ACRU,12.0992,3.31687,7.46519,0.80624052,119,BELE,12.2078,3.09145,7.56179,0.82423511,119,BEPA,10.1311,1.18004,5.80951,0.63323659,119,FAGR,12.5898,1.27368,14.0971,2.1427592,119,FRAM,14.4525,2.50498,10.9152,1.036944,119,PIAB,13.7706,1.81478,23.3559,2.33559,119,PIRE,5.66254,5.24687,4.8941,0.4257867,119,PIST,4.29016,2.94106,3.24839,0.28260993,119,PRSE,19.2289,2.53392,21.7396,2.5217936,119,QURU,8.06478,2.58989,6.35857,0.75666983,119,TSCA,13.1258,2.12189,21.7547,2.17547
120,120,ACSA,24.3173,2.28047,25.9529,2.7769603,120,BEAL,26.4824,1.26525,33.2918,3.6288062,120,ACRU,12.3195,1.31048,7.66176,0.82747008,120,BELE,12.4784,1.62165,7.80503,0.85074827,120,BEPA,10.2839,0.816987,5.93206,0.64659454,120,FAGR,12.6561,0.719993,14.2051,2.1591752,120,FRAM,14.8826,2.50499,11.4162,1.084539,120,PIAB,13.9138,1.8219,23.7203,2.37203,120,PIRE,6.20072,4.4723,5.56495,0.48415065,120,PIST,4.62015,2.58364,3.63594,0.31632678,120,PRSE,19.4737,2.55466,22.2505,2.581058,120,QURU,8.30626,1.75713,6.62214,0.78803466,120,TSCA,13.2991,2.12194,22.1791,2.21791
121,121,ACSA,24.4769,2.28409,26.4098,2.8258486,121,BEAL,26.5379,1.26087,33.5439,3.6562851,121,ACRU,12.5407,1.33227,7.8616,0.8490528,121,BELE,12.4784,0,7.80503,0.85074827,121,BEPA,10.6229,1.83497,6.20731,0.67659679,121,FAGR,12.9639,3.37765,14.7118,2.2361936,121,FRAM,15.3008,2.50499,11.9172,1.132134,121,PIAB,14.0564,1.82868,24.086,2.4086,121,PIRE,6.80847,5.17357,6.34098,0.55166526,121,PIST,5.29135,5.36042,4.44,0.38628,121,PRSE,19.7146,2.57289,22.7651,2.6407516,121,QURU,8.37574,0.509169,6.69851,0.79712269,121,TSCA,13.4707,2.12199,22.6035,2.26035
122,122,ACSA,24.6321,2.28721,26.8672,2.8747904,122,BEAL,26.5922,1.25652,33.7952,3.6836768,122,ACRU,13.1452,3.72888,8.42094,0.90946152,122,BELE,12.8615,2.33935,8.15594,0.88899746,122,BEPA,10.7128,0.492443,6.28117,0.68464753,122,FAGR,13.0574,1.03935,14.8677,2.2598904,122,FRAM,15.7075,2.50499,12.4182,1.179729,122,PIAB,14.1981,1.83513,24.4531,2.44531,122,PIRE,7.29967,4.28154,6.98322,0.60754014,122,PIST,5.70241,3.35519,4.94328,0.43006536,122,PRSE,19.9515,2.58867,23.2829,2.7008164,122,QURU,8.66852,2.16379,7.02308,0.83574652,122,TSCA,13.6405,2.12205,23.0279,2.30279
123,123,ACSA,24.7832,2.28985,27.3252,2.9237964,123,BEAL,26.6456,1.2522,34.0457,3.7109813,123,ACRU,13.3937,1.57179,8.6567,0.9349236,123,BELE,13.0226,0.999502,8.30586,0.90533874,123,BEPA,10.955,1.3368,6.48169,0.70650421,123,FAGR,13.261,2.28043,15.2098,2.3118896,123,FRAM,16.1029,2.50499,12.9192,1.227324,123,PIAB,14.3391,1.84127,24.8213,2.48213,123,PIRE,7.87265,5.11303,7.75017,0.67426479,123,PIST,5.91525,1.75974,5.20724,0.45302988,123,PRSE,20.1841,2.60204,23.8033,2.7611828,123,QURU,8.8885,1.6454,7.26989,0.86511691,123,TSCA,13.8086,2.1221,23.4523,2.34523
124,124,ACSA,24.9302,2.29203,27.7836,2.9728452,124,BEAL,26.6979,1.2479,34.2953,3.7381877,124,ACRU,13.5838,1.21802,8.83941,0.95465628,124,BELE,13.4308,2.57524,8.69215,0.94744435,124,BEPA,11.0937,0.773703,6.59775,0.71915475,124,FAGR,13.4821,1.88192,15.5861,2.3690872,124,FRAM,16.4874,2.50499,13.4202,1.274919,124,PIAB,14.4792,1.84709,25.1907,2.51907,124,PIRE,8.36237,4.47611,8.42159,0.73267833,124,PIST,6.18209,2.22816,5.54147,0.48210789,124,PRSE,20.4122,2.61309,24.3259,2.8218044,124,QURU,9.12785,1.8099,7.54138,0.89742422,124,TSCA,13.975,2.12215,23.8768,2.38768
125,125,ACSA,25.0731,2.29377,28.2423,3.0219261,125,BEAL,26.7493,1.24364,34.544,3.765296,125,ACRU,13.8625,1.81236,9.11126,0.98401608,125,BELE,13.5939,1.04715,8.84922,0.96456498,125,BEPA,11.2517,0.88823,6.73098,0.73367682,125,FAGR,13.7042,1.91562,15.9693,2.4273336,125,FRAM,16.8612,2.50499,13.9212,1.322514,125,PIAB,14.6185,1.85261,25.5613,2.55613,125,PIRE,8.73352,3.46031,8.94063,0.77783481,125,PIST,6.208,0.217675,5.57412,0.48494844,125,PRSE,20.6358,2.62189,24.8503,2.8826348,125,QURU,9.23001,0.77884,7.6582,0.9113258,125,TSCA,14.1396,2.1222,24.3012,2.43012
126,126,ACSA,25.212,2.29508,28.7013,3.0710391,126,BEAL,26.7996,1.23941,34.7919,3.7923171,126,ACRU,14.346,3.21893,9.5941,1.0361628,126,BELE,13.6998,0.685462,8.95204,0.97577236,126,BEPA,11.5306,1.58598,6.96888,0.75960792,126,FAGR,13.927,1.94751,16.3588,2.4865376,126,FRAM,17.2247,2.50499,14.4222,1.370109,126,PIAB,14.757,1.85783,25.9328,2.59328,126,PIRE,8.97641,2.29745,9.28525,0.80781675,126,PIST,6.31115,0.86905,5.70447,0.49628889,126,PRSE,20.8547,2.62854,25.376,2.943616,126,QURU,9.33258,0.785807,7.77607,0.92535233,126,TSCA,14.3026,2.12224,24.7256,2.47256
127,127,ACSA,25.3472,2.296,29.1605,3.1201735,127,BEAL,26.8491,1.2352,35.0389,3.8192401,127,ACRU,14.6801,2.2828,9.93652,1.07314416,127,BELE,14.0585,2.35437,9.30519,1.01426571,127,BEPA,11.8245,1.69756,7.22352,0.78736368,127,FAGR,14.15,1.97748,16.7543,2.5466536,127,FRAM,17.5782,2.50498,14.9232,1.417704,127,PIAB,14.8945,1.86275,26.3054,2.63054,127,PIRE,9.18682,2.01172,9.58701,0.83406987,127,PIST,6.56344,2.14141,6.02569,0.52423503,127,PRSE,21.0689,2.63311,25.9026,3.0047016,127,QURU,9.45609,0.95143,7.91879,0.94233601,127,TSCA,14.4639,2.12229,25.1501,2.51501
128,128,ACSA,25.4785,2.29652,29.6198,3.1693186,128,BEAL,26.8976,1.23102,35.2851,3.8460759,128,ACRU,14.9729,2.04203,10.2428,1.1062224,128,BELE,14.5052,3.00757,9.75633,1.06343997,128,BEPA,12.1741,2.05471,7.53172,0.82095748,128,FAGR,14.373,2.00547,17.1553,2.6076056,128,FRAM,17.9218,2.50498,15.4242,1.465299,128,PIAB,15.0312,1.86739,26.6789,2.66789,128,PIRE,9.60243,4.03417,10.1921,0.8867127,128,PIST,6.76562,1.7328,6.28561,0.54684807,128,PRSE,21.2783,2.63572,26.4297,3.0658452,128,QURU,9.53455,0.607358,8.00989,0.95317691,128,TSCA,14.6235,2.12233,25.5746,2.55746
129,129,ACSA,25.6061,2.29668,30.0792,3.2184744,129,BEAL,26.9451,1.22688,35.5305,3.8728245,129,ACRU,15.3582,2.06137,10.6551,1.1507508,129,BELE,14.5933,0.603584,9.84687,1.07330883,129,BEPA,12.1973,0.137896,7.55241,0.82321269,129,FAGR,14.5958,2.0314,17.5616,2.6693632,129,FRAM,18.256,2.50498,15.9252,1.512894,129,PIAB,15.1669,1.87176,27.0532,2.70532,129,PIRE,10.1952,4.4239,11.0769,0.9636903,129,PIST,7.15343,3.36642,6.79057,0.59077959,129,PRSE,21.4828,2.63646,26.957,3.127012,129,QURU,9.53455,0,8.00989,0.95317691,129,TSCA,14.7815,2.12238,25.999,2.5999
130,130,ACSA,25.7301,2.29648,30.5385,3.2676195,130,BEAL,26.9918,1.22276,35.7751,3.8994859,130,ACRU,15.7336,2.06139,11.0674,1.1952792,130,BELE,14.7985,1.41836,10.0596,1.0964964,130,BEPA,12.5416,2.06687,7.86244,0.85700596,130,FAGR,14.8179,2.05523,17.9727,2.7318504,130,FRAM,18.5809,2.50497,16.4262,1.560489,130,PIAB,15.3017,1.87585,27.4284,2.74284,130,PIRE,10.7716,4.43023,11.963,1.040781,130,PIST,7.26827,1.00791,6.94175,0.60393225,130,PRSE,21.6824,2.63544,27.4841,3.1881556,130,QURU,9.55239,0.138412,8.03065,0.95564735,130,TSCA,14.9379,2.12242,26.4235,2.64235
131,131,ACSA,25.8506,2.29594,30.9977,3.3167539,131,BEAL,27.0377,1.21867,36.0188,3.9260492,131,ACRU,16.0994,2.06141,11.4797,1.2398076,131,BELE,15.0468,1.30705,10.321,1.124989,131,BEPA,12.801,1.58424,8.10007,0.88290763,131,FAGR,15.0391,2.07695,18.3881,2.7949912,131,FRAM,18.8968,2.50497,16.9272,1.608084,131,PIAB,15.4356,1.87968,27.8043,2.78043,131,PIRE,11.3316,4.43328,12.8496,1.1179152,131,PIST,7.6899,3.7444,7.50341,0.65279667,131,PRSE,21.8772,2.63276,28.0107,3.2492412,131,QURU,9.61309,0.471932,8.10144,0.96407136,131,TSCA,15.0927,2.12246,26.848,2.6848
132,132,ACSA,25.9676,2.29509,31.4567,3.3658669,132,BEAL,27.0827,1.21461,36.2617,3.9525253,132,ACRU,16.4558,2.06142,11.8919,1.2843252,132,BELE,15.2915,1.30974,10.583,1.153547,132,BEPA,12.9407,0.862835,8.2295,0.8970155,132,FAGR,15.2591,2.09652,18.8074,2.8587248,132,FRAM,19.204,2.50496,17.4282,1.655679,132,PIAB,15.5685,1.88325,28.181,2.8181,132,PIRE,11.8753,4.43369,13.7364,1.1950668,132,PIST,8.15428,4.20696,8.13446,0.70769802,132,PRSE,22.0671,2.62852,28.5364,3.3102224,132,QURU,10.107,3.89293,8.68538,1.03356022,132,TSCA,15.2459,2.1225,27.2725,2.72725
133,133,ACSA,26.0813,2.29393,31.9155,3.4149585,133,BEAL,27.1268,1.21058,36.5038,3.9789142,133,ACRU,16.803,2.06144,12.3042,1.3288536,133,BELE,15.5327,1.31206,10.8454,1.1821486,133,BEPA,13.2794,2.12182,8.54777,0.93170693,133,FAGR,15.4777,2.11396,19.2302,2.9229904,133,FRAM,19.5027,2.50495,17.9291,1.7032645,133,PIAB,15.7003,1.88657,28.5583,2.85583,133,PIRE,12.403,4.43196,14.6227,1.2721749,133,PIST,8.72697,5.31298,8.93141,0.77703267,133,PRSE,22.2522,2.62284,29.0609,3.3710644,133,QURU,10.107,0,8.68538,1.03356022,133,TSCA,15.3975,2.12254,27.697,2.7697
134,134,ACSA,26.1917,2.29247,32.374,3.464018,134,BEAL,27.1702,1.20657,36.7451,4.0052159,134,ACRU,17.1414,2.06145,12.7165,1.373382,134,BELE,15.7702,1.31404,11.1082,1.2107938,134,BEPA,13.5706,1.85911,8.82664,0.96210376,134,FAGR,15.6945,2.12928,19.656,2.987712,134,FRAM,19.7931,2.50495,18.4301,1.7508595,134,PIAB,15.8312,1.88965,28.9362,2.89362,134,PIRE,12.9149,4.42851,15.5084,1.3492308,134,PIST,8.72697,0,8.93141,0.77703267,134,PRSE,22.4325,2.61581,29.5841,3.4317556,134,QURU,10.3142,1.66223,8.93472,1.06323168,134,TSCA,15.5476,2.12258,28.1215,2.81215
135,135,ACSA,26.2989,2.29074,32.8321,3.5130347,135,BEAL,27.2127,1.2026,36.9857,4.0314413,135,ACRU,17.4711,2.06147,13.1288,1.4179104,135,BELE,16.0042,1.31571,11.3713,1.2394717,135,BEPA,13.7961,1.46302,9.04609,0.98602381,135,FAGR,15.9095,2.14252,20.0845,3.052844,135,FRAM,20.0755,2.50494,18.9311,1.7984545,135,PIAB,15.9611,1.89249,29.3147,2.93147,135,PIRE,13.4114,4.42364,16.3932,1.4262084,135,PIST,8.86909,1.3406,9.13249,0.79452663,135,PRSE,22.608,2.60753,30.1056,3.4922496,135,QURU,10.345,0.247983,8.97192,1.06765848,135,TSCA,15.6961,2.12262,28.5461,2.85461
136,136,ACSA,26.4031,2.28874,33.2899,3.5620193,136,BEAL,27.2545,1.19865,37.2254,4.0575686,136,ACRU,17.7923,2.06148,13.5411,1.4624388,136,BELE,16.2345,1.31708,11.6348,1.2681932,136,BEPA,13.836,0.260816,9.08521,0.99028789,136,FAGR,16.1223,2.15371,20.5153,3.1183256,136,FRAM,20.35,2.50493,19.4321,1.8460495,136,PIAB,16.09,1.8951,29.6937,2.96937,136,PIRE,13.8928,4.41761,17.2767,1.5030729,136,PIST,9.23765,3.51912,9.66036,0.84045132,136,PRSE,22.7788,2.5981,30.6252,3.5525232,136,QURU,10.5334,1.52908,9.20128,1.09495232,136,TSCA,15.8431,2.12265,28.9706,2.89706
137,137,ACSA,26.5041,2.2865,33.7472,3.6109504,137,BEAL,27.2955,1.19473,37.4643,4.0836087,137,ACRU,18.1054,2.06149,13.9534,1.5069672,137,BELE,16.4613,1.31816,11.8984,1.2969256,137,BEPA,14.1041,1.76975,9.35068,1.01922412,137,FAGR,16.3328,2.16292,20.9478,3.1840656,137,FRAM,20.617,2.50492,19.9331,1.8936445,137,PIAB,16.2179,1.89748,30.0732,3.00732,137,PIRE,14.3596,4.41062,18.1588,1.5798156,137,PIST,9.70072,4.51119,10.337,0.899319,137,PRSE,22.945,2.5876,31.1428,3.6125648,137,QURU,10.7457,1.74039,9.46234,1.12601846,137,TSCA,15.9886,2.12269,29.3951,2.93951
138,138,ACSA,26.6023,2.28401,34.204,3.659828,138,BEAL,27.3358,1.19084,37.7025,4.1095725,138,ACRU,18.4103,2.06151,14.3657,1.5514956,138,BELE,16.6844,1.31898,12.1622,1.3256798,138,BEPA,14.1783,0.495163,9.42495,1.02731955,138,FAGR,16.5408,2.1702,21.3819,3.2500488,138,FRAM,20.8766,2.50492,20.4341,1.9412395,138,PIAB,16.3447,1.89965,30.4531,3.04531,138,PIRE,14.812,4.40285,19.0394,1.6564278,138,PIST,10.2908,4.42519,11.2221,0.9763227,138,PRSE,23.1067,2.57614,31.658,3.672328,138,QURU,10.9993,2.10444,9.778,1.163582,138,TSCA,16.1326,2.12273,29.8197,2.98197
