Time,Month,EcoregionName,EcoregionIndex,NumSites,ppt,airtemp,avgNPPtc,avgResp,avgNEE,Ndep,StreamN,
3, 11, eco311, 1, 1, 8.7, 4.2, 0, 28.53, 28.53, 0.09, 0, 
3, 12, eco311, 1, 1, 7.9, -1.8, 0, 0.56, 0.56, 0.09, 0, 
3, 1, eco311, 1, 1, 14.7, -10.7, 0, 0.33, 0.33, 0.09, 0, 
3, 2, eco311, 1, 1, 5.2, -7.2, 0, 0.4, 0.4, 0.09, 0, 
3, 3, eco311, 1, 1, 15.7, -1, 0, 0.59, 0.59, 0.09, 0.03, 
3, 4, eco311, 1, 1, 10, 7, 5.15, 30.45, 25.3, 0.09, 0.17, 
3, 5, eco311, 1, 1, 10.5, 11.2, 29.33, 35.25, 5.92, 0.09, 0.07, 
3, 6, eco311, 1, 1, 8.1, 18.3, 112.61, 33.24, -79.37, 0.09, 0.02, 
4, 7, eco311, 1, 1, 20.3, 18.8, 238.17, 43.69, -194.48, 0.09, 0.09, 
4, 8, eco311, 1, 1, 4.8, 18.7, 73.87, 10.81, -63.06, 0.09, 0, 
4, 9, eco311, 1, 1, 8, 12.6, 93.96, 55.6, -38.37, 0.09, 0.01, 
4, 10, eco311, 1, 1, 0, 9.5, 27.73, 18.04, -9.68, 0.09, 0, 
4, 11, eco311, 1, 1, 8.7, 0.6, 0, 23.91, 23.91, 0.09, 0, 
4, 12, eco311, 1, 1, 17.8, 0.3, 0, 21.52, 21.52, 0.09, 0, 
4, 1, eco311, 1, 1, 8.5, -2.9, 0, 0.52, 0.52, 0.09, 0, 
4, 2, eco311, 1, 1, 4.9, -6.4, 0, 0.42, 0.42, 0.09, 0, 
4, 3, eco311, 1, 1, 5, 2.3, 0, 22.52, 22.52, 0.09, 0.07, 
4, 4, eco311, 1, 1, 3.9, 4.2, 2.02, 23.23, 21.21, 0.09, 0.08, 
4, 5, eco311, 1, 1, 2.5, 10.6, 14.01, 31.75, 17.75, 0.09, 0.05, 
4, 6, eco311, 1, 1, 0, 15, 16.83, 4.31, -12.52, 0.09, 0, 
5, 7, eco311, 1, 1, 19.9, 19.1, 220.47, 47.35, -173.12, 0.09, 0.09, 
5, 8, eco311, 1, 1, 2.7, 20.2, 55.56, 6.21, -49.35, 0.09, 0, 
5, 9, eco311, 1, 1, 15.9, 15.1, 174.97, 55.13, -119.84, 0.09, 0.06, 
5, 10, eco311, 1, 1, 2.7, 8.2, 51.84, 36.26, -15.57, 0.09, 0, 
5, 11, eco311, 1, 1, 8.7, 0.6, 0, 21.86, 21.86, 0.09, 0, 
5, 12, eco311, 1, 1, 17.8, 0.3, 0, 19.84, 19.84, 0.09, 0, 
5, 1, eco311, 1, 1, 9.7, -3.7, 0, 0.46, 0.46, 0.09, 0, 
5, 2, eco311, 1, 1, 6.3, -6.5, 0, 0.39, 0.39, 0.09, 0, 
5, 3, eco311, 1, 1, 5.2, -1.4, 0, 0.53, 0.53, 0.09, 0.04, 
5, 4, eco311, 1, 1, 10.8, 4.7, 2.5, 24.21, 21.71, 0.09, 0.13, 
5, 5, eco311, 1, 1, 11.3, 11, 16.82, 32.85, 16.02, 0.09, 0.14, 
5, 6, eco311, 1, 1, 12.3, 18, 114.77, 40.71, -74.07, 0.09, 0.07, 
6, 7, eco311, 1, 1, 9.5, 19.5, 156.07, 31.14, -124.93, 0.09, 0.02, 
6, 8, eco311, 1, 1, 9.7, 18.7, 157.73, 29.13, -128.6, 0.09, 0.01, 
6, 9, eco311, 1, 1, 2.2, 14.4, 60.38, 20.3, -40.08, 0.09, 0, 
6, 10, eco311, 1, 1, 3.5, 7.8, 47.34, 39.8, -7.54, 0.09, 0, 
6, 11, eco311, 1, 1, 11.3, 0.9, 0, 24.12, 24.12, 0.09, 0, 
6, 12, eco311, 1, 1, 5.3, -2.4, 0, 0.57, 0.57, 0.09, 0, 
6, 1, eco311, 1, 1, 7.6, -6.8, 0, 0.44, 0.44, 0.09, 0, 
6, 2, eco311, 1, 1, 5.4, -4.1, 0, 0.52, 0.52, 0.09, 0, 
6, 3, eco311, 1, 1, 10.4, -0.6, 0, 0.63, 0.63, 0.09, 0.03, 
6, 4, eco311, 1, 1, 10.6, 5.3, 3.2, 28.88, 25.68, 0.09, 0.1, 
6, 5, eco311, 1, 1, 6.8, 11, 19.75, 37.09, 17.34, 0.09, 0.09, 
6, 6, eco311, 1, 1, 3.4, 17.8, 54.22, 14.61, -39.61, 0.09, 0, 
7, 7, eco311, 1, 1, 4.3, 19.8, 88.34, 15.64, -72.7, 0.09, 0, 
7, 8, eco311, 1, 1, 3.7, 20, 86.29, 13.75, -72.54, 0.09, 0, 
7, 9, eco311, 1, 1, 4.9, 15.7, 120.15, 43.58, -76.57, 0.09, 0, 
7, 10, eco311, 1, 1, 9.5, 7.8, 53.66, 35.62, -18.04, 0.09, 0.02, 
7, 11, eco311, 1, 1, 2.9, 1.9, 0, 23.53, 23.53, 0.09, 0, 
7, 12, eco311, 1, 1, 3.4, -0.6, 0, 0.59, 0.59, 0.09, 0, 
7, 1, eco311, 1, 1, 13.6, -3.3, 0, 0.5, 0.5, 0.09, 0, 
7, 2, eco311, 1, 1, 5.8, -2.4, 0, 0.53, 0.53, 0.09, 0, 
7, 3, eco311, 1, 1, 12.8, 0.4, 0, 19.73, 19.73, 0.09, 0.05, 
7, 4, eco311, 1, 1, 5.9, 6.9, 5.31, 27.49, 22.18, 0.09, 0.1, 
7, 5, eco311, 1, 1, 5.7, 14.3, 40.68, 38.63, -2.05, 0.09, 0.05, 
7, 6, eco311, 1, 1, 18.9, 16.4, 210.23, 39.64, -170.6, 0.09, 0.13, 
8, 7, eco311, 1, 1, 2.8, 22.1, 61.23, 7.12, -54.11, 0.09, 0, 
8, 8, eco311, 1, 1, 6.9, 20.2, 130.97, 23.34, -107.63, 0.09, 0, 
8, 9, eco311, 1, 1, 24.7, 17.1, 212.98, 73.96, -139.02, 0.09, 0.13, 
8, 10, eco311, 1, 1, 9.8, 7.5, 50.4, 40.12, -10.27, 0.09, 0.02, 
8, 11, eco311, 1, 1, 8.6, 5.6, 0, 32.98, 32.98, 0.09, 0, 
8, 12, eco311, 1, 1, 5.6, -2.7, 0, 0.56, 0.56, 0.09, 0, 
8, 1, eco311, 1, 1, 14.4, -5.5, 0, 0.47, 0.47, 0.09, 0, 
8, 2, eco311, 1, 1, 6.2, -3.8, 0, 0.52, 0.52, 0.09, 0, 
8, 3, eco311, 1, 1, 9, -0.6, 0, 0.63, 0.63, 0.09, 0.04, 
8, 4, eco311, 1, 1, 1.3, 6.3, 4.31, 30.46, 26.15, 0.09, 0.09, 
8, 5, eco311, 1, 1, 6.1, 12.9, 34.07, 41.35, 7.28, 0.09, 0.06, 
8, 6, eco311, 1, 1, 5.2, 19.9, 87.35, 20.44, -66.91, 0.09, 0, 
9, 7, eco311, 1, 1, 12.7, 18.4, 186.16, 42.64, -143.52, 0.09, 0.05, 
9, 8, eco311, 1, 1, 9.8, 18.3, 171.32, 35.45, -135.88, 0.09, 0.02, 
9, 9, eco311, 1, 1, 10, 14.8, 167.73, 65.52, -102.21, 0.09, 0.02, 
9, 10, eco311, 1, 1, 5.3, 8.8, 69.12, 44.02, -25.1, 0.09, 0, 
9, 11, eco311, 1, 1, 6.5, 2.6, 0, 28.26, 28.26, 0.09, 0, 
9, 12, eco311, 1, 1, 10.2, -6, 0, 0.48, 0.48, 0.09, 0, 
9, 1, eco311, 1, 1, 8.9, -7.3, 0, 0.44, 0.44, 0.09, 0, 
9, 2, eco311, 1, 1, 8.5, -3.5, 0, 0.56, 0.56, 0.09, 0, 
9, 3, eco311, 1, 1, 7.6, 3.1, 0, 26.44, 26.44, 0.09, 0.08, 
9, 4, eco311, 1, 1, 9.9, 5.5, 3.25, 28, 24.75, 0.09, 0.09, 
9, 5, eco311, 1, 1, 6.6, 12.2, 24.81, 38.84, 14.03, 0.09, 0.11, 
9, 6, eco311, 1, 1, 11.9, 16.8, 138.39, 42.76, -95.64, 0.09, 0.08, 
10, 7, eco311, 1, 1, 9.7, 18.5, 162.71, 35.53, -127.18, 0.09, 0.03, 
10, 8, eco311, 1, 1, 5.6, 20.8, 109.37, 17.41, -91.96, 0.09, 0, 
10, 9, eco311, 1, 1, 12.1, 15.6, 209.02, 68.6, -140.42, 0.09, 0.04, 
10, 10, eco311, 1, 1, 2, 10.2, 59.7, 41.92, -17.78, 0.09, 0, 
10, 11, eco311, 1, 1, 2.8, 6.9, 0, 37.16, 37.16, 0.09, 0, 
10, 12, eco311, 1, 1, 3.9, 1.5, 0, 23.56, 23.56, 0.09, 0, 
10, 1, eco311, 1, 1, 3.3, -5.8, 0, 0.44, 0.44, 0.09, 0, 
10, 2, eco311, 1, 1, 5.1, -4.5, 0, 0.48, 0.48, 0.09, 0, 
10, 3, eco311, 1, 1, 16.2, -2.3, 0, 0.55, 0.55, 0.09, 0, 
10, 4, eco311, 1, 1, 3.9, 6.2, 4.34, 29.21, 24.87, 0.09, 0.1, 
10, 5, eco311, 1, 1, 5.2, 13.7, 37.61, 42, 4.39, 0.09, 0.09, 
10, 6, eco311, 1, 1, 11.1, 18.3, 153.76, 42.78, -110.98, 0.09, 0.07, 
11, 7, eco311, 1, 1, 6.7, 21.1, 120, 22.15, -97.85, 0.08, 0, 
11, 8, eco311, 1, 1, 11.8, 21.1, 179.48, 37.6, -141.88, 0.08, 0.03, 
11, 9, eco311, 1, 1, 8.7, 17.6, 184, 74.7, -109.3, 0.08, 0.02, 
11, 10, eco311, 1, 1, 7.5, 8, 56.08, 42.26, -13.82, 0.08, 0, 
11, 11, eco311, 1, 1, 12.8, 2.5, 0, 27.99, 27.99, 0.08, 0, 
11, 12, eco311, 1, 1, 10.7, -2.9, 0, 0.58, 0.58, 0.08, 0, 
11, 1, eco311, 1, 1, 5.3, -0.8, 0, 0.66, 0.66, 0.08, 0, 
11, 2, eco311, 1, 1, 5.6, -0.9, 0, 0.66, 0.66, 0.08, 0.03, 
11, 3, eco311, 1, 1, 8.5, 1.6, 0, 24.03, 24.03, 0.08, 0.06, 
11, 4, eco311, 1, 1, 9.9, 8.2, 7.4, 33.42, 26.01, 0.08, 0.15, 
11, 5, eco311, 1, 1, 12.3, 11.7, 40.57, 37.27, -3.31, 0.08, 0.09, 
11, 6, eco311, 1, 1, 11.5, 17, 164.77, 43.3, -121.47, 0.08, 0.08, 
12, 7, eco311, 1, 1, 3.6, 21, 80.79, 11.76, -69.03, 0.08, 0, 
12, 8, eco311, 1, 1, 9.9, 21.1, 174.1, 38.18, -135.91, 0.08, 0.02, 
12, 9, eco311, 1, 1, 13.9, 16.1, 219.93, 73.8, -146.13, 0.08, 0.06, 
12, 10, eco311, 1, 1, 14.3, 8.6, 64.96, 45.99, -18.96, 0.08, 0.05, 
12, 11, eco311, 1, 1, 8, 5.2, 0, 34.59, 34.59, 0.08, 0.03, 
12, 12, eco311, 1, 1, 15.4, -1.4, 0, 0.65, 0.65, 0.08, 0, 
12, 1, eco311, 1, 1, 8.1, -8.8, 0, 0.42, 0.42, 0.08, 0, 
12, 2, eco311, 1, 1, 8.2, -6.5, 0, 0.48, 0.48, 0.08, 0, 
12, 3, eco311, 1, 1, 10.3, 1, 0, 23.78, 23.78, 0.08, 0.07, 
12, 4, eco311, 1, 1, 9.6, 5.3, 3.21, 28.87, 25.65, 0.08, 0.13, 
12, 5, eco311, 1, 1, 14.5, 11.8, 22.24, 39.45, 17.21, 0.08, 0.21, 
12, 6, eco311, 1, 1, 15.2, 17.5, 150.26, 48.11, -102.15, 0.08, 0.11, 
13, 7, eco311, 1, 1, 12.6, 19.9, 195.46, 44.02, -151.44, 0.07, 0.06, 
13, 8, eco311, 1, 1, 8.7, 19.9, 154.48, 31.74, -122.74, 0.07, 0.01, 
13, 9, eco311, 1, 1, 21.4, 16.4, 229.17, 78.29, -150.88, 0.07, 0.12, 
13, 10, eco311, 1, 1, 6.2, 9.4, 77.29, 49.33, -27.97, 0.07, 0, 
13, 11, eco311, 1, 1, 8.9, 3.7, 0, 32.32, 32.32, 0.07, 0, 
13, 12, eco311, 1, 1, 9.9, -2.7, 0, 0.62, 0.62, 0.07, 0, 
13, 1, eco311, 1, 1, 3, -10.5, 0, 0.39, 0.39, 0.07, 0, 
13, 2, eco311, 1, 1, 3.6, -3.5, 0, 0.6, 0.6, 0.07, 0, 
13, 3, eco311, 1, 1, 8.3, 1.6, 0, 25.61, 25.61, 0.07, 0.04, 
13, 4, eco311, 1, 1, 15.4, 7.7, 6.4, 34.33, 27.94, 0.07, 0.19, 
13, 5, eco311, 1, 1, 11.5, 14.2, 51.65, 45.93, -5.71, 0.07, 0.09, 
13, 6, eco311, 1, 1, 7, 16.9, 112.42, 32.53, -79.88, 0.07, 0, 
14, 7, eco311, 1, 1, 12.3, 21.2, 178.72, 44.17, -134.55, 0.07, 0.05, 
14, 8, eco311, 1, 1, 8.7, 21.5, 154.36, 33.47, -120.88, 0.07, 0.01, 
14, 9, eco311, 1, 1, 6.2, 17.5, 120.23, 53.6, -66.64, 0.07, 0, 
14, 10, eco311, 1, 1, 29.7, 10, 88.54, 50.02, -38.52, 0.07, 0.15, 
14, 11, eco311, 1, 1, 10.8, 4.7, 0, 33.77, 33.77, 0.07, 0, 
14, 12, eco311, 1, 1, 7.7, -3.3, 0, 0.59, 0.59, 0.07, 0, 
14, 1, eco311, 1, 1, 11.1, -6.7, 0, 0.48, 0.48, 0.07, 0, 
14, 2, eco311, 1, 1, 6.5, -2.5, 0, 0.62, 0.62, 0.07, 0, 
14, 3, eco311, 1, 1, 12, -1.2, 0, 0.67, 0.67, 0.07, 0.03, 
14, 4, eco311, 1, 1, 14.4, 8.8, 9.79, 38.96, 29.16, 0.07, 0.24, 
14, 5, eco311, 1, 1, 9.1, 10, 32.39, 37.13, 4.74, 0.07, 0.03, 
14, 6, eco311, 1, 1, 14, 19.8, 186.28, 57.5, -128.77, 0.07, 0.11, 
15, 7, eco311, 1, 1, 9.2, 22.1, 142.05, 32.2, -109.85, 0.07, 0.02, 
15, 8, eco311, 1, 1, 12.9, 19.3, 191.62, 41.49, -150.12, 0.07, 0.04, 
15, 9, eco311, 1, 1, 7.5, 15, 148.74, 73.39, -75.35, 0.07, 0, 
15, 10, eco311, 1, 1, 16.9, 9.1, 72.46, 48.92, -23.55, 0.07, 0.07, 
15, 11, eco311, 1, 1, 11.7, 6.8, 0, 39.46, 39.46, 0.07, 0.05, 
15, 12, eco311, 1, 1, 4.9, 1.4, 0, 24.93, 24.93, 0.07, 0, 
15, 1, eco311, 1, 1, 10.4, -0.6, 0, 0.65, 0.65, 0.07, 0, 
15, 2, eco311, 1, 1, 5.1, -3.9, 0, 0.53, 0.53, 0.07, 0, 
15, 3, eco311, 1, 1, 1.3, 1, 0, 22.64, 22.64, 0.07, 0, 
15, 4, eco311, 1, 1, 4.2, 8.4, 10.18, 33.3, 23.12, 0.07, 0.08, 
15, 5, eco311, 1, 1, 11.5, 12.6, 49.83, 39.08, -10.74, 0.07, 0.08, 
15, 6, eco311, 1, 1, 14.1, 18.1, 192.85, 47.76, -145.09, 0.07, 0.12, 
16, 7, eco311, 1, 1, 16.7, 20.4, 242.14, 48.42, -193.71, 0.08, 0.11, 
16, 8, eco311, 1, 1, 3, 19.8, 62.81, 7.81, -55, 0.08, 0, 
16, 9, eco311, 1, 1, 7.6, 16.8, 145.7, 73.9, -71.8, 0.08, 0, 
16, 10, eco311, 1, 1, 11.8, 12.7, 143.88, 60.46, -83.42, 0.08, 0.04, 
16, 11, eco311, 1, 1, 9.1, 2.4, 0, 30.88, 30.88, 0.08, 0, 
16, 12, eco311, 1, 1, 9.7, -3.5, 0, 0.62, 0.62, 0.08, 0, 
16, 1, eco311, 1, 1, 7.9, -3.2, 0, 0.64, 0.64, 0.08, 0, 
16, 2, eco311, 1, 1, 4.7, -7.2, 0, 0.5, 0.5, 0.08, 0, 
16, 3, eco311, 1, 1, 10.8, -0.1, 0, 0.76, 0.76, 0.08, 0.04, 
16, 4, eco311, 1, 1, 16, 5.3, 4.51, 33.65, 29.14, 0.08, 0.2, 
16, 5, eco311, 1, 1, 10.2, 14.4, 39.57, 53.3, 13.73, 0.08, 0.16, 
16, 6, eco311, 1, 1, 6.5, 17.7, 83.81, 30.52, -53.29, 0.08, 0, 
17, 7, eco311, 1, 1, 22.5, 21.6, 294.3, 64.65, -229.65, 0.08, 0.17, 
17, 8, eco311, 1, 1, 4.7, 18.9, 66.37, 10.08, -56.28, 0.08, 0, 
17, 9, eco311, 1, 1, 19.8, 16.4, 209.44, 81.68, -127.76, 0.08, 0.12, 
17, 10, eco311, 1, 1, 6.3, 9.1, 69.17, 49.49, -19.69, 0.08, 0, 
17, 11, eco311, 1, 1, 9.1, 3.2, 0, 32, 32, 0.08, 0, 
17, 12, eco311, 1, 1, 18.8, -2.6, 0, 0.65, 0.65, 0.08, 0, 
17, 1, eco311, 1, 1, 7.3, -3.6, 0, 0.61, 0.61, 0.08, 0, 
17, 2, eco311, 1, 1, 26.7, -4, 0, 0.59, 0.59, 0.08, 0, 
17, 3, eco311, 1, 1, 13.9, -0.1, 0, 0.75, 0.75, 0.08, 0.06, 
17, 4, eco311, 1, 1, 11.1, 8.5, 11.42, 40.27, 28.85, 0.08, 0.35, 
17, 5, eco311, 1, 1, 5.7, 11.9, 38.78, 43.13, 4.35, 0.08, 0.03, 
17, 6, eco311, 1, 1, 10.6, 18.9, 135.61, 49.72, -85.9, 0.08, 0.07, 
18, 7, eco311, 1, 1, 25.4, 18.9, 259.52, 52.58, -206.94, 0.06, 0.19, 
18, 8, eco311, 1, 1, 8.4, 20.6, 106.04, 22.53, -83.52, 0.06, 0, 
18, 9, eco311, 1, 1, 3.4, 14.8, 81.28, 45.94, -35.34, 0.06, 0, 
18, 10, eco311, 1, 1, 16.9, 8.2, 52.39, 47.91, -4.49, 0.06, 0.07, 
18, 11, eco311, 1, 1, 6.1, 6.3, 0, 38.91, 38.91, 0.06, 0, 
18, 12, eco311, 1, 1, 9, -3.5, 0, 0.6, 0.6, 0.06, 0, 
18, 1, eco311, 1, 1, 7.9, -8.1, 0, 0.46, 0.46, 0.06, 0, 
18, 2, eco311, 1, 1, 3.6, -2.8, 0, 0.63, 0.63, 0.06, 0, 
18, 3, eco311, 1, 1, 7.5, 1.2, 0, 25.35, 25.35, 0.06, 0.04, 
18, 4, eco311, 1, 1, 8.3, 8.5, 11.15, 36.96, 25.81, 0.06, 0.14, 
18, 5, eco311, 1, 1, 13, 13.2, 50.69, 44.42, -6.27, 0.06, 0.1, 
18, 6, eco311, 1, 1, 18.2, 16.8, 195.46, 49.08, -146.39, 0.06, 0.16, 
19, 7, eco311, 1, 1, 7.9, 22.2, 110.09, 26.12, -83.96, 0.05, 0, 
19, 8, eco311, 1, 1, 8.2, 20.4, 115.91, 27.81, -88.1, 0.05, 0, 
19, 9, eco311, 1, 1, 7.6, 17.3, 139.84, 72.33, -67.51, 0.05, 0, 
19, 10, eco311, 1, 1, 15.4, 9.5, 70.58, 47.98, -22.6, 0.05, 0.06, 
19, 11, eco311, 1, 1, 10.3, 3.9, 0, 31.7, 31.7, 0.05, 0, 
19, 12, eco311, 1, 1, 7.6, -3.6, 0, 0.58, 0.58, 0.05, 0, 
19, 1, eco311, 1, 1, 6.8, -4.8, 0, 0.54, 0.54, 0.05, 0, 
19, 2, eco311, 1, 1, 8.7, -3, 0, 0.6, 0.6, 0.05, 0, 
19, 3, eco311, 1, 1, 18.9, 4.7, 0, 30.42, 30.42, 0.05, 0.18, 
19, 4, eco311, 1, 1, 3, 9.8, 14.47, 38.09, 23.62, 0.05, 0.05, 
19, 5, eco311, 1, 1, 5.9, 15.4, 42.4, 38.91, -3.49, 0.05, 0, 
19, 6, eco311, 1, 1, 10.5, 18.7, 128.08, 44.41, -83.67, 0.05, 0.06, 
20, 7, eco311, 1, 1, 5.8, 22, 88.18, 19.18, -69, 0.07, 0, 
20, 8, eco311, 1, 1, 27.1, 20.2, 254.59, 51.33, -203.26, 0.07, 0.19, 
20, 9, eco311, 1, 1, 21.4, 17.7, 208, 88.48, -119.52, 0.07, 0.12, 
20, 10, eco311, 1, 1, 17.7, 9.9, 71.96, 51.02, -20.94, 0.07, 0.08, 
20, 11, eco311, 1, 1, 10.1, 7.1, 0, 39.8, 39.8, 0.07, 0.04, 
20, 12, eco311, 1, 1, 12.5, 1.1, 0, 24.45, 24.45, 0.07, 0, 
20, 1, eco311, 1, 1, 6.2, -6.5, 0, 0.46, 0.46, 0.07, 0, 
20, 2, eco311, 1, 1, 10.4, -4.4, 0, 0.52, 0.52, 0.07, 0, 
20, 3, eco311, 1, 1, 14.5, 0.4, 0, 21.85, 21.85, 0.07, 0.07, 
20, 4, eco311, 1, 1, 13.6, 7.9, 8.4, 32.67, 24.27, 0.07, 0.26, 
20, 5, eco311, 1, 1, 9.3, 14.7, 46.58, 45.41, -1.16, 0.07, 0.11, 
20, 6, eco311, 1, 1, 13.4, 17.6, 146.36, 46.99, -99.38, 0.07, 0.12, 
21, 7, eco311, 1, 1, 3.9, 22, 68.43, 13.75, -54.68, 0.07, 0, 
21, 8, eco311, 1, 1, 13.9, 21.3, 176.41, 49.36, -127.05, 0.07, 0.08, 
21, 9, eco311, 1, 1, 14, 15.7, 167.24, 71.81, -95.44, 0.07, 0.06, 
21, 10, eco311, 1, 1, 11.6, 10.7, 79.12, 50.38, -28.74, 0.07, 0.04, 
21, 11, eco311, 1, 1, 1.4, 2.8, 0, 29.02, 29.02, 0.07, 0, 
21, 12, eco311, 1, 1, 9.2, -0.1, 0, 0.7, 0.7, 0.07, 0, 
21, 1, eco311, 1, 1, 5.9, -2.6, 0, 0.61, 0.61, 0.07, 0, 
21, 2, eco311, 1, 1, 2.7, -0.5, 0, 0.69, 0.69, 0.07, 0, 
21, 3, eco311, 1, 1, 2.4, 6, 0, 32.32, 32.32, 0.07, 0.04, 
21, 4, eco311, 1, 1, 5.6, 8.3, 8.82, 33.96, 25.14, 0.07, 0.05, 
21, 5, eco311, 1, 1, 9.4, 15.5, 39.06, 46.42, 7.36, 0.07, 0.06, 
21, 6, eco311, 1, 1, 8.4, 17.6, 88.67, 37.16, -51.51, 0.07, 0.02, 
22, 7, eco311, 1, 1, 5.4, 22.8, 64.42, 14.37, -50.05, 0.06, 0, 
22, 8, eco311, 1, 1, 13.7, 19.2, 165.3, 46.19, -119.11, 0.06, 0.08, 
22, 9, eco311, 1, 1, 9, 15.1, 127.22, 61.08, -66.14, 0.06, 0.02, 
22, 10, eco311, 1, 1, 6.3, 10.2, 66.83, 44.31, -22.52, 0.06, 0, 
22, 11, eco311, 1, 1, 8.3, 2.1, 0, 25.53, 25.53, 0.06, 0, 
22, 12, eco311, 1, 1, 8.7, -3, 0, 0.55, 0.55, 0.06, 0, 
22, 1, eco311, 1, 1, 5.9, -4.1, 0, 0.52, 0.52, 0.06, 0, 
22, 2, eco311, 1, 1, 6.3, -3.4, 0, 0.54, 0.54, 0.06, 0, 
22, 3, eco311, 1, 1, 7.4, 0.3, 0, 21.31, 21.31, 0.06, 0, 
22, 4, eco311, 1, 1, 5.2, 7.2, 6.1, 30.61, 24.51, 0.06, 0.14, 
22, 5, eco311, 1, 1, 14.2, 13.6, 30.28, 41.99, 11.71, 0.06, 0.15, 
22, 6, eco311, 1, 1, 24.4, 18.3, 138.02, 50.45, -87.56, 0.06, 0.23, 
