Time,Month,EcoregionName,EcoregionIndex,NumSites,ppt,airtemp,avgNPPtc,avgResp,avgNEE,Ndep,StreamN,
3, 11, eco311, 1, 1, 8.7, 4.2, 0, 28.6, 28.6, 0.09, 0, 
3, 12, eco311, 1, 1, 7.9, -1.8, 0, 0.56, 0.56, 0.09, 0, 
3, 1, eco311, 1, 1, 14.7, -10.7, 0, 0.33, 0.33, 0.09, 0, 
3, 2, eco311, 1, 1, 5.2, -7.2, 0, 0.41, 0.41, 0.09, 0, 
3, 3, eco311, 1, 1, 15.7, -1, 0, 0.59, 0.59, 0.09, 0.03, 
3, 4, eco311, 1, 1, 10, 7, 5.16, 30.51, 25.36, 0.09, 0.17, 
3, 5, eco311, 1, 1, 10.5, 11.2, 29.35, 35.31, 5.96, 0.09, 0.07, 
3, 6, eco311, 1, 1, 8.1, 18.3, 112.66, 33.27, -79.39, 0.09, 0.02, 
4, 7, eco311, 1, 1, 20.3, 18.8, 238.67, 43.72, -194.95, 0.09, 0.09, 
4, 8, eco311, 1, 1, 4.8, 18.7, 74.06, 10.82, -63.25, 0.09, 0, 
4, 9, eco311, 1, 1, 8, 12.6, 93.8, 55.16, -38.64, 0.09, 0.01, 
4, 10, eco311, 1, 1, 0, 9.5, 28.39, 17.94, -10.45, 0.09, 0, 
4, 11, eco311, 1, 1, 8.7, 0.6, 0, 23.8, 23.8, 0.09, 0, 
4, 12, eco311, 1, 1, 17.8, 0.3, 0, 21.43, 21.43, 0.09, 0, 
4, 1, eco311, 1, 1, 8.5, -2.9, 0, 0.51, 0.51, 0.09, 0, 
4, 2, eco311, 1, 1, 4.9, -6.4, 0, 0.42, 0.42, 0.09, 0, 
4, 3, eco311, 1, 1, 5, 2.3, 0, 22.43, 22.43, 0.09, 0.07, 
4, 4, eco311, 1, 1, 3.9, 4.2, 2.29, 23.14, 20.86, 0.09, 0.08, 
4, 5, eco311, 1, 1, 2.5, 10.6, 16.16, 31.64, 15.48, 0.09, 0.05, 
4, 6, eco311, 1, 1, 0, 15, 17.41, 4.3, -13.11, 0.09, 0, 
5, 7, eco311, 1, 1, 19.9, 19.1, 224.09, 47.2, -176.89, 0.09, 0.09, 
5, 8, eco311, 1, 1, 2.7, 20.2, 56.22, 6.19, -50.03, 0.09, 0, 
5, 9, eco311, 1, 1, 15.9, 15.1, 176.33, 55.43, -120.9, 0.09, 0.06, 
5, 10, eco311, 1, 1, 2.7, 8.2, 52.9, 36.41, -16.49, 0.09, 0, 
5, 11, eco311, 1, 1, 8.7, 0.6, 0, 21.96, 21.96, 0.09, 0, 
5, 12, eco311, 1, 1, 17.8, 0.3, 0, 19.92, 19.92, 0.09, 0, 
5, 1, eco311, 1, 1, 9.7, -3.7, 0, 0.46, 0.46, 0.09, 0, 
5, 2, eco311, 1, 1, 6.3, -6.5, 0, 0.39, 0.39, 0.09, 0, 
5, 3, eco311, 1, 1, 5.2, -1.4, 0, 0.53, 0.53, 0.09, 0.04, 
5, 4, eco311, 1, 1, 10.8, 4.7, 2.85, 24.3, 21.45, 0.09, 0.12, 
5, 5, eco311, 1, 1, 11.3, 11, 19.15, 32.96, 13.81, 0.09, 0.14, 
5, 6, eco311, 1, 1, 12.3, 18, 117.48, 40.82, -76.66, 0.09, 0.07, 
6, 7, eco311, 1, 1, 9.5, 19.5, 156.6, 31.2, -125.4, 0.09, 0.02, 
6, 8, eco311, 1, 1, 9.7, 18.7, 158.9, 29.19, -129.71, 0.09, 0.01, 
6, 9, eco311, 1, 1, 2.2, 14.4, 61.17, 19.93, -41.24, 0.09, 0, 
6, 10, eco311, 1, 1, 3.5, 7.8, 48.04, 39.13, -8.9, 0.09, 0, 
6, 11, eco311, 1, 1, 11.3, 0.9, 0, 23.8, 23.8, 0.09, 0, 
6, 12, eco311, 1, 1, 5.3, -2.4, 0, 0.56, 0.56, 0.09, 0, 
6, 1, eco311, 1, 1, 7.6, -6.8, 0, 0.43, 0.43, 0.09, 0, 
6, 2, eco311, 1, 1, 5.4, -4.1, 0, 0.51, 0.51, 0.09, 0, 
6, 3, eco311, 1, 1, 10.4, -0.6, 0, 0.62, 0.62, 0.09, 0.03, 
6, 4, eco311, 1, 1, 10.6, 5.3, 3.46, 28.52, 25.07, 0.09, 0.1, 
6, 5, eco311, 1, 1, 6.8, 11, 21.36, 36.68, 15.32, 0.09, 0.09, 
6, 6, eco311, 1, 1, 3.4, 17.8, 54.77, 14.47, -40.3, 0.09, 0, 
7, 7, eco311, 1, 1, 4.3, 19.8, 88.56, 15.5, -73.05, 0.09, 0, 
7, 8, eco311, 1, 1, 3.7, 20, 86.47, 13.63, -72.84, 0.09, 0, 
7, 9, eco311, 1, 1, 4.9, 15.7, 120.62, 43.37, -77.26, 0.09, 0, 
7, 10, eco311, 1, 1, 9.5, 7.8, 54.39, 35.48, -18.91, 0.09, 0.02, 
7, 11, eco311, 1, 1, 2.9, 1.9, 0, 23.46, 23.46, 0.09, 0, 
7, 12, eco311, 1, 1, 3.4, -0.6, 0, 0.58, 0.58, 0.09, 0, 
7, 1, eco311, 1, 1, 13.6, -3.3, 0, 0.5, 0.5, 0.09, 0, 
7, 2, eco311, 1, 1, 5.8, -2.4, 0, 0.52, 0.52, 0.09, 0, 
7, 3, eco311, 1, 1, 12.8, 0.4, 0, 19.67, 19.67, 0.09, 0.05, 
7, 4, eco311, 1, 1, 5.9, 6.9, 5.84, 27.41, 21.57, 0.09, 0.1, 
7, 5, eco311, 1, 1, 5.7, 14.3, 42.58, 38.52, -4.06, 0.09, 0.05, 
7, 6, eco311, 1, 1, 18.9, 16.4, 212.31, 39.52, -172.78, 0.09, 0.13, 
8, 7, eco311, 1, 1, 2.8, 22.1, 61.05, 7.1, -53.95, 0.09, 0, 
8, 8, eco311, 1, 1, 6.9, 20.2, 131.1, 23.27, -107.83, 0.09, 0, 
8, 9, eco311, 1, 1, 24.7, 17.1, 211.37, 73.91, -137.46, 0.09, 0.13, 
8, 10, eco311, 1, 1, 9.8, 7.5, 51.05, 39.97, -11.07, 0.09, 0.02, 
8, 11, eco311, 1, 1, 8.6, 5.6, 0, 32.89, 32.89, 0.09, 0, 
8, 12, eco311, 1, 1, 5.6, -2.7, 0, 0.56, 0.56, 0.09, 0, 
8, 1, eco311, 1, 1, 14.4, -5.5, 0, 0.47, 0.47, 0.09, 0, 
8, 2, eco311, 1, 1, 6.2, -3.8, 0, 0.52, 0.52, 0.09, 0, 
8, 3, eco311, 1, 1, 9, -0.6, 0, 0.63, 0.63, 0.09, 0.04, 
8, 4, eco311, 1, 1, 1.3, 6.3, 4.71, 30.38, 25.67, 0.09, 0.09, 
8, 5, eco311, 1, 1, 6.1, 12.9, 36.08, 41.25, 5.18, 0.09, 0.06, 
8, 6, eco311, 1, 1, 5.2, 19.9, 87.54, 20.4, -67.14, 0.09, 0, 
9, 7, eco311, 1, 1, 12.7, 18.4, 187.1, 42.55, -144.55, 0.09, 0.05, 
9, 8, eco311, 1, 1, 9.8, 18.3, 172.17, 35.38, -136.79, 0.09, 0.02, 
9, 9, eco311, 1, 1, 10, 14.8, 169.42, 65.48, -103.94, 0.09, 0.02, 
9, 10, eco311, 1, 1, 5.3, 8.8, 70.02, 44.04, -25.98, 0.09, 0, 
9, 11, eco311, 1, 1, 6.5, 2.6, 0, 28.29, 28.29, 0.09, 0, 
9, 12, eco311, 1, 1, 10.2, -6, 0, 0.48, 0.48, 0.09, 0, 
9, 1, eco311, 1, 1, 8.9, -7.3, 0, 0.44, 0.44, 0.09, 0, 
9, 2, eco311, 1, 1, 8.5, -3.5, 0, 0.56, 0.56, 0.09, 0, 
9, 3, eco311, 1, 1, 7.6, 3.1, 0, 26.47, 26.47, 0.09, 0.08, 
9, 4, eco311, 1, 1, 9.9, 5.5, 3.52, 28.02, 24.5, 0.09, 0.09, 
9, 5, eco311, 1, 1, 6.6, 12.2, 26.63, 38.86, 12.23, 0.09, 0.11, 
9, 6, eco311, 1, 1, 11.9, 16.8, 139.73, 42.77, -96.96, 0.09, 0.08, 
10, 7, eco311, 1, 1, 9.7, 18.5, 162.13, 35.53, -126.61, 0.09, 0.03, 
10, 8, eco311, 1, 1, 5.6, 20.8, 108.33, 17.42, -90.92, 0.09, 0, 
10, 9, eco311, 1, 1, 12.1, 15.6, 209.71, 66.92, -142.79, 0.09, 0.04, 
10, 10, eco311, 1, 1, 2, 10.2, 60.16, 41.28, -18.88, 0.09, 0, 
10, 11, eco311, 1, 1, 2.8, 6.9, 0, 36.69, 36.69, 0.09, 0, 
10, 12, eco311, 1, 1, 3.9, 1.5, 0, 23.29, 23.29, 0.09, 0, 
10, 1, eco311, 1, 1, 3.3, -5.8, 0, 0.44, 0.44, 0.09, 0, 
10, 2, eco311, 1, 1, 5.1, -4.5, 0, 0.48, 0.48, 0.09, 0, 
10, 3, eco311, 1, 1, 16.2, -2.3, 0, 0.54, 0.54, 0.09, 0, 
10, 4, eco311, 1, 1, 3.9, 6.2, 4.5, 28.89, 24.39, 0.09, 0.1, 
10, 5, eco311, 1, 1, 5.2, 13.7, 38.57, 41.57, 3, 0.09, 0.09, 
10, 6, eco311, 1, 1, 11.1, 18.3, 153.15, 42.39, -110.76, 0.09, 0.07, 
11, 7, eco311, 1, 1, 6.7, 21.1, 118.68, 21.97, -96.71, 0.08, 0, 
11, 8, eco311, 1, 1, 11.8, 21.1, 177.24, 37.32, -139.92, 0.08, 0.03, 
11, 9, eco311, 1, 1, 8.7, 17.6, 183.16, 73.76, -109.4, 0.08, 0.02, 
11, 10, eco311, 1, 1, 7.5, 8, 56.46, 41.8, -14.66, 0.08, 0, 
11, 11, eco311, 1, 1, 12.8, 2.5, 0, 27.73, 27.73, 0.08, 0, 
11, 12, eco311, 1, 1, 10.7, -2.9, 0, 0.58, 0.58, 0.08, 0, 
11, 1, eco311, 1, 1, 5.3, -0.8, 0, 0.65, 0.65, 0.08, 0, 
11, 2, eco311, 1, 1, 5.6, -0.9, 0, 0.65, 0.65, 0.08, 0.03, 
11, 3, eco311, 1, 1, 8.5, 1.6, 0, 23.82, 23.82, 0.08, 0.06, 
11, 4, eco311, 1, 1, 9.9, 8.2, 7.82, 33.13, 25.31, 0.08, 0.14, 
11, 5, eco311, 1, 1, 12.3, 11.7, 41.48, 36.97, -4.51, 0.08, 0.09, 
11, 6, eco311, 1, 1, 11.5, 17, 164.68, 42.99, -121.69, 0.08, 0.08, 
12, 7, eco311, 1, 1, 3.6, 21, 79.95, 11.68, -68.27, 0.08, 0, 
12, 8, eco311, 1, 1, 9.9, 21.1, 171.94, 37.95, -133.99, 0.08, 0.02, 
12, 9, eco311, 1, 1, 13.9, 16.1, 219.59, 73.04, -146.55, 0.08, 0.06, 
12, 10, eco311, 1, 1, 14.3, 8.6, 65.4, 45.58, -19.82, 0.08, 0.05, 
12, 11, eco311, 1, 1, 8, 5.2, 0, 34.33, 34.33, 0.08, 0.03, 
12, 12, eco311, 1, 1, 15.4, -1.4, 0, 0.65, 0.65, 0.08, 0, 
12, 1, eco311, 1, 1, 8.1, -8.8, 0, 0.41, 0.41, 0.08, 0, 
12, 2, eco311, 1, 1, 8.2, -6.5, 0, 0.48, 0.48, 0.08, 0, 
12, 3, eco311, 1, 1, 10.3, 1, 0, 23.61, 23.61, 0.08, 0.07, 
12, 4, eco311, 1, 1, 9.6, 5.3, 3.27, 28.67, 25.39, 0.08, 0.13, 
12, 5, eco311, 1, 1, 14.5, 11.8, 23.14, 39.19, 16.05, 0.08, 0.2, 
12, 6, eco311, 1, 1, 15.2, 17.5, 149.87, 47.81, -102.06, 0.08, 0.11, 
13, 7, eco311, 1, 1, 12.6, 19.9, 193.83, 43.77, -150.06, 0.07, 0.06, 
13, 8, eco311, 1, 1, 8.7, 19.9, 152.31, 31.58, -120.73, 0.07, 0.01, 
13, 9, eco311, 1, 1, 21.4, 16.4, 228.49, 77.36, -151.13, 0.07, 0.12, 
13, 10, eco311, 1, 1, 6.2, 9.4, 77.8, 48.84, -28.97, 0.07, 0, 
13, 11, eco311, 1, 1, 8.9, 3.7, 0, 32.05, 32.05, 0.07, 0, 
13, 12, eco311, 1, 1, 9.9, -2.7, 0, 0.62, 0.62, 0.07, 0, 
13, 1, eco311, 1, 1, 3, -10.5, 0, 0.39, 0.39, 0.07, 0, 
13, 2, eco311, 1, 1, 3.6, -3.5, 0, 0.59, 0.59, 0.07, 0, 
13, 3, eco311, 1, 1, 8.3, 1.6, 0, 25.41, 25.41, 0.07, 0.04, 
13, 4, eco311, 1, 1, 15.4, 7.7, 6.72, 34.07, 27.36, 0.07, 0.19, 
13, 5, eco311, 1, 1, 11.5, 14.2, 52.44, 45.6, -6.84, 0.07, 0.08, 
13, 6, eco311, 1, 1, 7, 16.9, 112.36, 32.32, -80.04, 0.07, 0, 
14, 7, eco311, 1, 1, 12.3, 21.2, 178.04, 43.89, -134.15, 0.07, 0.05, 
14, 8, eco311, 1, 1, 8.7, 21.5, 151.77, 33.26, -118.51, 0.07, 0.01, 
14, 9, eco311, 1, 1, 6.2, 17.5, 118.88, 53.98, -64.9, 0.07, 0, 
14, 10, eco311, 1, 1, 29.7, 10, 89.54, 50.12, -39.42, 0.07, 0.14, 
14, 11, eco311, 1, 1, 10.8, 4.7, 0, 33.84, 33.84, 0.07, 0, 
14, 12, eco311, 1, 1, 7.7, -3.3, 0, 0.59, 0.59, 0.07, 0, 
14, 1, eco311, 1, 1, 11.1, -6.7, 0, 0.48, 0.48, 0.07, 0, 
14, 2, eco311, 1, 1, 6.5, -2.5, 0, 0.62, 0.62, 0.07, 0, 
14, 3, eco311, 1, 1, 12, -1.2, 0, 0.67, 0.67, 0.07, 0.03, 
14, 4, eco311, 1, 1, 14.4, 8.8, 10.61, 39.02, 28.41, 0.07, 0.24, 
14, 5, eco311, 1, 1, 9.1, 10, 33.44, 37.17, 3.73, 0.07, 0.03, 
14, 6, eco311, 1, 1, 14, 19.8, 186.26, 57.54, -128.72, 0.07, 0.11, 
15, 7, eco311, 1, 1, 9.2, 22.1, 137.71, 32.19, -105.52, 0.07, 0.02, 
15, 8, eco311, 1, 1, 12.9, 19.3, 188.53, 41.48, -147.05, 0.07, 0.04, 
15, 9, eco311, 1, 1, 7.5, 15, 147.28, 70.68, -76.6, 0.07, 0, 
15, 10, eco311, 1, 1, 16.9, 9.1, 71.29, 47.51, -23.78, 0.07, 0.07, 
15, 11, eco311, 1, 1, 11.7, 6.8, 0, 38.46, 38.46, 0.07, 0.05, 
15, 12, eco311, 1, 1, 4.9, 1.4, 0, 24.35, 24.35, 0.07, 0, 
15, 1, eco311, 1, 1, 10.4, -0.6, 0, 0.64, 0.64, 0.07, 0, 
15, 2, eco311, 1, 1, 5.1, -3.9, 0, 0.52, 0.52, 0.07, 0, 
15, 3, eco311, 1, 1, 1.3, 1, 0, 22.14, 22.14, 0.07, 0, 
15, 4, eco311, 1, 1, 4.2, 8.4, 9.23, 32.6, 23.37, 0.07, 0.08, 
15, 5, eco311, 1, 1, 11.5, 12.6, 47.59, 38.33, -9.25, 0.07, 0.08, 
15, 6, eco311, 1, 1, 14.1, 18.1, 189.43, 46.93, -142.49, 0.07, 0.12, 
16, 7, eco311, 1, 1, 16.7, 20.4, 233.11, 47.71, -185.4, 0.08, 0.1, 
16, 8, eco311, 1, 1, 3, 19.8, 59.63, 7.72, -51.91, 0.08, 0, 
16, 9, eco311, 1, 1, 7.6, 16.8, 142.35, 71.08, -71.26, 0.08, 0, 
16, 10, eco311, 1, 1, 11.8, 12.7, 138.72, 58.47, -80.25, 0.08, 0.04, 
16, 11, eco311, 1, 1, 9.1, 2.4, 0, 29.94, 29.94, 0.08, 0, 
16, 12, eco311, 1, 1, 9.7, -3.5, 0, 0.6, 0.6, 0.08, 0, 
16, 1, eco311, 1, 1, 7.9, -3.2, 0, 0.62, 0.62, 0.08, 0, 
16, 2, eco311, 1, 1, 4.7, -7.2, 0, 0.49, 0.49, 0.08, 0, 
16, 3, eco311, 1, 1, 10.8, -0.1, 0, 0.74, 0.74, 0.08, 0.04, 
16, 4, eco311, 1, 1, 16, 5.3, 3.58, 32.67, 29.09, 0.08, 0.19, 
16, 5, eco311, 1, 1, 10.2, 14.4, 33, 51.84, 18.84, 0.08, 0.16, 
16, 6, eco311, 1, 1, 6.5, 17.7, 80.05, 29.79, -50.26, 0.08, 0, 
17, 7, eco311, 1, 1, 22.5, 21.6, 284.76, 63.19, -221.57, 0.08, 0.17, 
17, 8, eco311, 1, 1, 4.7, 18.9, 63.52, 9.9, -53.62, 0.08, 0, 
17, 9, eco311, 1, 1, 19.8, 16.4, 207.02, 79.59, -127.43, 0.08, 0.12, 
17, 10, eco311, 1, 1, 6.3, 9.1, 68.17, 48.41, -19.76, 0.08, 0, 
17, 11, eco311, 1, 1, 9.1, 3.2, 0, 31.35, 31.35, 0.08, 0, 
17, 12, eco311, 1, 1, 18.8, -2.6, 0, 0.63, 0.63, 0.08, 0, 
17, 1, eco311, 1, 1, 7.3, -3.6, 0, 0.6, 0.6, 0.08, 0, 
17, 2, eco311, 1, 1, 26.7, -4, 0, 0.58, 0.58, 0.08, 0, 
17, 3, eco311, 1, 1, 13.9, -0.1, 0, 0.73, 0.73, 0.08, 0.06, 
17, 4, eco311, 1, 1, 11.1, 8.5, 10.58, 39.48, 28.9, 0.08, 0.34, 
17, 5, eco311, 1, 1, 5.7, 11.9, 37.45, 42.33, 4.88, 0.08, 0.03, 
17, 6, eco311, 1, 1, 10.6, 18.9, 133.1, 48.85, -84.25, 0.08, 0.06, 
18, 7, eco311, 1, 1, 25.4, 18.9, 253.86, 51.74, -202.12, 0.06, 0.18, 
18, 8, eco311, 1, 1, 8.4, 20.6, 101.6, 22.2, -79.39, 0.06, 0, 
18, 9, eco311, 1, 1, 3.4, 14.8, 78.66, 44.6, -34.06, 0.06, 0, 
18, 10, eco311, 1, 1, 16.9, 8.2, 52.81, 46.56, -6.25, 0.06, 0.07, 
18, 11, eco311, 1, 1, 6.1, 6.3, 0, 37.96, 37.96, 0.06, 0, 
18, 12, eco311, 1, 1, 9, -3.5, 0, 0.59, 0.59, 0.06, 0, 
18, 1, eco311, 1, 1, 7.9, -8.1, 0, 0.45, 0.45, 0.06, 0, 
18, 2, eco311, 1, 1, 3.6, -2.8, 0, 0.61, 0.61, 0.06, 0, 
18, 3, eco311, 1, 1, 7.5, 1.2, 0, 24.77, 24.77, 0.06, 0.04, 
18, 4, eco311, 1, 1, 8.3, 8.5, 11.3, 36.15, 24.85, 0.06, 0.14, 
18, 5, eco311, 1, 1, 13, 13.2, 51.21, 43.51, -7.7, 0.06, 0.1, 
18, 6, eco311, 1, 1, 18.2, 16.8, 192.54, 48.15, -144.4, 0.06, 0.16, 
19, 7, eco311, 1, 1, 7.9, 22.2, 107.55, 25.68, -81.88, 0.05, 0, 
19, 8, eco311, 1, 1, 8.2, 20.4, 112.86, 27.36, -85.5, 0.05, 0, 
19, 9, eco311, 1, 1, 7.6, 17.3, 134.58, 70.77, -63.8, 0.05, 0, 
19, 10, eco311, 1, 1, 15.4, 9.5, 70.95, 46.83, -24.12, 0.05, 0.06, 
19, 11, eco311, 1, 1, 10.3, 3.9, 0, 31.05, 31.05, 0.05, 0, 
19, 12, eco311, 1, 1, 7.6, -3.6, 0, 0.57, 0.57, 0.05, 0, 
19, 1, eco311, 1, 1, 6.8, -4.8, 0, 0.53, 0.53, 0.05, 0, 
19, 2, eco311, 1, 1, 8.7, -3, 0, 0.59, 0.59, 0.05, 0, 
19, 3, eco311, 1, 1, 18.9, 4.7, 0, 29.82, 29.82, 0.05, 0.18, 
19, 4, eco311, 1, 1, 3, 9.8, 14.73, 37.38, 22.65, 0.05, 0.05, 
19, 5, eco311, 1, 1, 5.9, 15.4, 42.63, 38.22, -4.41, 0.05, 0, 
19, 6, eco311, 1, 1, 10.5, 18.7, 128.03, 43.67, -84.36, 0.05, 0.05, 
20, 7, eco311, 1, 1, 5.8, 22, 86.54, 18.88, -67.66, 0.07, 0, 
20, 8, eco311, 1, 1, 27.1, 20.2, 248.89, 50.56, -198.33, 0.07, 0.19, 
20, 9, eco311, 1, 1, 21.4, 17.7, 202.86, 86.69, -116.17, 0.07, 0.12, 
20, 10, eco311, 1, 1, 17.7, 9.9, 72.15, 49.91, -22.24, 0.07, 0.08, 
20, 11, eco311, 1, 1, 10.1, 7.1, 0, 39.04, 39.04, 0.07, 0.04, 
20, 12, eco311, 1, 1, 12.5, 1.1, 0, 24.01, 24.01, 0.07, 0, 
20, 1, eco311, 1, 1, 6.2, -6.5, 0, 0.45, 0.45, 0.07, 0, 
20, 2, eco311, 1, 1, 10.4, -4.4, 0, 0.51, 0.51, 0.07, 0, 
20, 3, eco311, 1, 1, 14.5, 0.4, 0, 21.47, 21.47, 0.07, 0.07, 
20, 4, eco311, 1, 1, 13.6, 7.9, 8.53, 32.11, 23.58, 0.07, 0.26, 
20, 5, eco311, 1, 1, 9.3, 14.7, 47.07, 44.67, -2.4, 0.07, 0.11, 
20, 6, eco311, 1, 1, 13.4, 17.6, 147.39, 46.27, -101.12, 0.07, 0.12, 
21, 7, eco311, 1, 1, 3.9, 22, 67.07, 13.55, -53.52, 0.07, 0, 
21, 8, eco311, 1, 1, 13.9, 21.3, 171.86, 48.67, -123.19, 0.07, 0.08, 
21, 9, eco311, 1, 1, 14, 15.7, 164.31, 70.51, -93.8, 0.07, 0.06, 
21, 10, eco311, 1, 1, 11.6, 10.7, 79.63, 49.43, -30.19, 0.07, 0.04, 
21, 11, eco311, 1, 1, 1.4, 2.8, 0, 28.56, 28.56, 0.07, 0, 
21, 12, eco311, 1, 1, 9.2, -0.1, 0, 0.69, 0.69, 0.07, 0, 
21, 1, eco311, 1, 1, 5.9, -2.6, 0, 0.6, 0.6, 0.07, 0, 
21, 2, eco311, 1, 1, 2.7, -0.5, 0, 0.68, 0.68, 0.07, 0, 
21, 3, eco311, 1, 1, 2.4, 6, 0, 31.82, 31.82, 0.07, 0.04, 
21, 4, eco311, 1, 1, 5.6, 8.3, 8.99, 33.45, 24.46, 0.07, 0.05, 
21, 5, eco311, 1, 1, 9.4, 15.5, 39.44, 45.75, 6.31, 0.07, 0.06, 
21, 6, eco311, 1, 1, 8.4, 17.6, 89.67, 36.64, -53.02, 0.07, 0.02, 
22, 7, eco311, 1, 1, 5.4, 22.8, 63.41, 14.18, -49.23, 0.06, 0, 
22, 8, eco311, 1, 1, 13.7, 19.2, 163.53, 45.58, -117.94, 0.06, 0.07, 
22, 9, eco311, 1, 1, 9, 15.1, 125.97, 60.2, -65.77, 0.06, 0.02, 
22, 10, eco311, 1, 1, 6.3, 10.2, 67.6, 43.66, -23.94, 0.06, 0, 
22, 11, eco311, 1, 1, 8.3, 2.1, 0, 25.21, 25.21, 0.06, 0, 
22, 12, eco311, 1, 1, 8.7, -3, 0, 0.55, 0.55, 0.06, 0, 
22, 1, eco311, 1, 1, 5.9, -4.1, 0, 0.51, 0.51, 0.06, 0, 
22, 2, eco311, 1, 1, 6.3, -3.4, 0, 0.53, 0.53, 0.06, 0, 
22, 3, eco311, 1, 1, 7.4, 0.3, 0, 21.05, 21.05, 0.06, 0, 
22, 4, eco311, 1, 1, 5.2, 7.2, 6.19, 30.24, 24.06, 0.06, 0.14, 
22, 5, eco311, 1, 1, 14.2, 13.6, 30.88, 41.49, 10.61, 0.06, 0.15, 
22, 6, eco311, 1, 1, 24.4, 18.3, 139.73, 49.86, -89.86, 0.06, 0.23, 
